"Gene_ID","WT_LP1:read count","WT_LP2:read count","WT_EP1:read count","WT_EP2:read count","WT_SP1:read count","WT_SP2:read count"
"gene-SAUSA300_RS04850",37,45,24,18,9,26
"gene-SAUSA300_RS04855",11763,13472,1011,942,1754,1880
"gene-SAUSA300_RS04860",3548,4143,954,863,834,849
"gene-SAUSA300_RS04865",790,917,261,226,320,350
"gene-SAUSA300_RS04870",441,622,91,76,159,226
"gene-SAUSA300_RS04875",2632,2596,517,396,493,446
"gene-SAUSA300_RS04880",3602,3360,753,587,609,753
"gene-SAUSA300_RS04885",2710,2873,829,781,714,754
"gene-SAUSA300_RS04890",852,787,229,174,211,207
"gene-SAUSA300_RS04895",1878,2014,537,386,557,619
"gene-SAUSA300_RS04900",3676,4063,1246,1075,1200,1248
"gene-SAUSA300_RS04905",3957,4611,979,742,581,668
"gene-SAUSA300_RS04910",8836,9040,4781,4279,2511,2509
"gene-SAUSA300_RS04915",269,274,166,124,179,211
"gene-SAUSA300_RS04920",307,311,359,322,399,352
"gene-SAUSA300_RS04925",3301,4027,13056,12361,19459,23206
"gene-SAUSA300_RS04930",1828,2228,491,419,320,295
"gene-SAUSA300_RS04935",4584,5013,1469,1346,1174,1078
"gene-SAUSA300_RS04940",4059,3891,1230,1128,653,712
"gene-SAUSA300_RS04945",19,29,17,2,18,3
"gene-SAUSA300_RS04950",4315,4588,1561,1445,756,859
"gene-SAUSA300_RS04955",1918,2206,414,345,203,212
"gene-SAUSA300_RS04960",2394,2373,761,711,606,630
"gene-SAUSA300_RS04965",2117,2433,887,793,872,908
"gene-SAUSA300_RS04970",1732,1920,827,682,528,517
"gene-SAUSA300_RS04985",31,41,1210,1300,1797,1883
"gene-SAUSA300_RS04990",500,537,128,114,313,323
"gene-SAUSA300_RS04995",2167,2548,411,416,443,489
"gene-SAUSA300_RS05000",77,83,16,1,17,14
"gene-SAUSA300_RS05005",467,833,181,134,136,144
"gene-SAUSA300_RS05015",0,0,0,0,0,0
"gene-SAUSA300_RS05020",32,47,12,15,41,38
"gene-SAUSA300_RS05025",8,3,0,0,4,1
"gene-SAUSA300_RS05030",27,32,23,19,25,20
"gene-SAUSA300_RS05040",64,120,128,197,94,152
"gene-SAUSA300_RS05045",5087,5954,5698,6035,3635,4166
"gene-SAUSA300_RS05050",3383,4261,205,206,274,289
"gene-SAUSA300_RS05055",193,212,977,825,511,468
"gene-SAUSA300_RS05060",0,0,2,0,0,0
"gene-SAUSA300_RS05065",16,35,3,4,1,2
"gene-SAUSA300_RS05070",548,562,86,61,91,108
"gene-SAUSA300_RS05075",1414,1681,652,567,619,618
"gene-SAUSA300_RS05080",1236,1247,212,201,198,163
"gene-SAUSA300_RS05085",4888,4295,1039,826,1017,966
"gene-SAUSA300_RS05090",2863,2472,454,384,563,526
"gene-SAUSA300_RS05095",4158,4390,1065,928,950,1068
"gene-SAUSA300_RS05100",29,39,273,321,232,362
"gene-SAUSA300_RS05105",504,577,7062,7414,6186,7144
"gene-SAUSA300_RS05110",837,794,11682,10853,10522,10858
"gene-SAUSA300_RS05115",3366,3521,840,665,954,832
"gene-SAUSA300_RS05120",1314,1825,177,204,191,251
"gene-SAUSA300_RS05125",357,290,174,130,228,179
"gene-SAUSA300_RS05130",0,0,0,0,0,0
"gene-SAUSA300_RS05135",18315,19277,17972,16400,24154,25000
"gene-SAUSA300_RS05140",182,203,33,17,55,46
"gene-SAUSA300_RS05145",1679,2239,603,516,476,560
"gene-SAUSA300_RS05150",9294,9594,2694,2591,1538,1557
"gene-SAUSA300_RS05155",2160,3055,991,1097,697,934
"gene-SAUSA300_RS05160",174,221,302,284,145,209
"gene-SAUSA300_RS05165",6180,6912,8969,7847,4431,4604
"gene-SAUSA300_RS05170",60683,66846,92618,79187,44670,48001
"gene-SAUSA300_RS05175",33442,38839,54639,48858,27251,28895
"gene-SAUSA300_RS05180",2,10,5,6,4,3
"gene-SAUSA300_RS05185",1748,2211,3513,3470,2260,2590
"gene-SAUSA300_RS05190",6493,6895,10317,9486,17191,18198
"gene-SAUSA300_RS05195",112,156,2727,2360,2670,2907
"gene-SAUSA300_RS05200",1196,1346,17868,16201,13712,14282
"gene-SAUSA300_RS05205",174,224,2765,2653,2038,2146
"gene-SAUSA300_RS05210",21,15,190,174,167,163
"gene-SAUSA300_RS05215",802,873,12664,11324,7925,8299
"gene-SAUSA300_RS05220",2728,2527,44467,38087,26357,27124
"gene-SAUSA300_RS05225",1879,1806,28142,23539,18396,19329
"gene-SAUSA300_RS05230",1847,1882,28640,24876,18970,20021
"gene-SAUSA300_RS05235",788,712,11615,10012,7673,7887
"gene-SAUSA300_RS05240",5385,4605,72823,62575,46236,45615
"gene-SAUSA300_RS05245",1766,1878,25811,22467,17004,17657
"gene-SAUSA300_RS05250",203,275,41,47,34,32
"gene-SAUSA300_RS05255",1466,1417,172,183,176,176
"gene-SAUSA300_RS05260",662,668,116,121,55,81
"gene-SAUSA300_RS05265",11,7,4,8,13,3
"gene-SAUSA300_RS05270",1,2,0,2,2,0
"gene-SAUSA300_RS05275",5027,6060,2096,2170,1963,2061
"gene-SAUSA300_RS05280",1749,1843,575,463,352,333
"gene-SAUSA300_RS05285",4587,4478,3040,2687,2497,2322
"gene-SAUSA300_RS05290",1449,1977,669,640,374,453
"gene-SAUSA300_RS05295",27300,30845,17638,15019,9081,9347
"gene-SAUSA300_RS05300",74,93,21,36,39,31
"gene-SAUSA300_RS05305",3268,3554,355,272,126,96
"gene-SAUSA300_RS05310",1746,2010,146,159,41,38
"gene-SAUSA300_RS05315",3881,3450,1218,937,716,566
"gene-SAUSA300_RS05325",10667,11997,5173,4489,2844,2945
"gene-SAUSA300_RS05330",100,100,20,21,24,30
"gene-SAUSA300_RS05335",28,13,3,3,1,1
"gene-SAUSA300_RS05340",3227,3693,410,326,338,393
"gene-SAUSA300_RS05345",6985,8808,647,608,490,487
"gene-SAUSA300_RS05350",39709,40351,24231,20733,7943,7673
"gene-SAUSA300_RS05355",39447,35329,24355,20943,6103,6053
"gene-SAUSA300_RS05360",43685,41841,29869,26746,6435,6844
"gene-SAUSA300_RS05365",25406,28826,26803,22977,5490,6138
"gene-SAUSA300_RS05370",133,194,70,74,74,66
"gene-SAUSA300_RS05375",425,491,172,138,340,326
"gene-SAUSA300_RS05380",789,925,272,214,547,575
"gene-SAUSA300_RS05385",158,186,43,38,119,144
"gene-SAUSA300_RS05390",237,245,57,65,197,215
"gene-SAUSA300_RS05395",1032,965,552,473,1406,1550
"gene-SAUSA300_RS05400",17630,16570,4536,3936,5000,4776
"gene-SAUSA300_RS05405",2386,2973,445,425,483,487
"gene-SAUSA300_RS05410",2540,2891,1564,1535,819,719
"gene-SAUSA300_RS05415",2679,3042,401,406,1144,1056
"gene-SAUSA300_RS05420",4811,4736,3744,3196,3586,3836
"gene-SAUSA300_RS05425",158,194,195,210,231,300
"gene-SAUSA300_RS05430",4615,5156,2582,2208,884,770
"gene-SAUSA300_RS05435",49,54,12,4,23,16
"gene-SAUSA300_RS05440",805,984,476,412,317,391
"gene-SAUSA300_RS05445",342,505,185,200,551,601
"gene-SAUSA300_RS05450",3431,3910,763,698,799,854
"gene-SAUSA300_RS05455",17854,17245,10030,9020,7370,7914
"gene-SAUSA300_RS05460",1848,2132,5365,4458,1623,1639
"gene-SAUSA300_RS05465",6838,7426,8689,7199,3278,3105
"gene-SAUSA300_RS05470",2675,2490,2208,2190,713,765
"gene-SAUSA300_RS05480",2537,2887,1428,1121,1388,1415
"gene-SAUSA300_RS05485",463,449,186,167,272,225
"gene-SAUSA300_RS05490",3479,3418,664,572,868,894
"gene-SAUSA300_RS05495",131,176,14,25,28,55
"gene-SAUSA300_RS05500",794,905,76,96,76,117
"gene-SAUSA300_RS05505",1941,1917,407,540,322,313
"gene-SAUSA300_RS05510",491,590,130,139,91,110
"gene-SAUSA300_RS05515",632,705,215,192,151,148
"gene-SAUSA300_RS05520",10089,9484,3935,3242,2200,2230
"gene-SAUSA300_RS05530",207,213,95,95,66,83
"gene-SAUSA300_RS05535",195,209,26,18,333,322
"gene-SAUSA300_RS05540",3765,3981,132,138,5347,5211
"gene-SAUSA300_RS05545",66,77,13,10,453,490
"gene-SAUSA300_RS05550",108,115,14,6,263,375
"gene-SAUSA300_RS05555",58,89,15,12,224,250
"gene-SAUSA300_RS05560",83,91,21,24,299,339
"gene-SAUSA300_RS05565",51,49,14,14,236,218
"gene-SAUSA300_RS05570",29,38,2,5,45,45
"gene-SAUSA300_RS05575",0,0,0,0,0,0
"gene-SAUSA300_RS05580",1559,1717,963,891,616,576
"gene-SAUSA300_RS05585",2100,2250,596,472,476,424
"gene-SAUSA300_RS05590",8354,8254,2446,2285,3108,3223
"gene-SAUSA300_RS05595",683,788,216,189,179,220
"gene-SAUSA300_RS05600",495,669,491,468,466,559
"gene-SAUSA300_RS05605",336,396,206,188,121,145
"gene-SAUSA300_RS05610",2555,2585,1358,1077,718,534
"gene-SAUSA300_RS05615",3840,4087,1646,1341,1479,1630
"gene-SAUSA300_RS05620",4149,5403,1680,1595,1582,1662
"gene-SAUSA300_RS05625",141,185,88,89,37,51
"gene-SAUSA300_RS05630",1635,1565,1249,1068,887,885
"gene-SAUSA300_RS05635",2342,2308,6572,5494,7090,7168
"gene-SAUSA300_RS05640",7832,7527,20391,17598,26052,27334
"gene-SAUSA300_RS05645",1838,2251,6374,5563,9550,10012
"gene-SAUSA300_RS05650",1909,2188,1543,1381,1159,1180
"gene-SAUSA300_RS05655",1182,1244,552,492,346,369
"gene-SAUSA300_RS05660",1120,1438,669,603,403,479
"gene-SAUSA300_RS05665",3,1,0,0,0,0
"gene-SAUSA300_RS05670",746,987,71,77,355,382
"gene-SAUSA300_RS05675",5,0,0,0,0,0
"gene-SAUSA300_RS05680",60,114,317,314,741,825
"gene-SAUSA300_RS05685",470,786,403,556,393,662
"gene-SAUSA300_RS05690",1029,1134,477,437,2102,2262
"gene-SAUSA300_RS05695",82,90,37,34,156,194
"gene-SAUSA300_RS05705",321,651,98,115,384,508
"gene-SAUSA300_RS05715",776,1077,386,419,668,715
"gene-SAUSA300_RS05720",214,213,32037,29199,42763,43244
"gene-SAUSA300_RS05725",0,1,4,1,1,3
"gene-SAUSA300_RS05730",22,23,12,15,5,1
"gene-SAUSA300_RS05740",76,98,74,51,28,25
"gene-SAUSA300_RS05745",18,20,60,61,4,21
"gene-SAUSA300_RS05750",15,22,69,61,26,26
"gene-SAUSA300_RS05755",3,19,496,490,66,52
"gene-SAUSA300_RS05760",34,42,547,515,93,133
"gene-SAUSA300_RS05765",290,241,853,778,267,297
"gene-SAUSA300_RS05770",1881,2757,3002,4121,3207,3756
"gene-SAUSA300_RS05775",1995,2272,981,1090,893,1071
"gene-SAUSA300_RS05780",85,143,56,45,62,95
"gene-SAUSA300_RS05790",4359,4136,50552,50778,77080,86464
"gene-SAUSA300_RS05795",5,7,68,58,102,124
"gene-SAUSA300_RS05800",1018,1081,562,499,417,393
"gene-SAUSA300_RS05805",5697,5632,4024,3188,12160,11508
"gene-SAUSA300_RS05810",4651,4666,1668,1405,839,892
"gene-SAUSA300_RS05815",5431,5754,2068,1718,1218,1272
"gene-SAUSA300_RS05820",18674,16375,7020,6183,3604,3876
"gene-SAUSA300_RS05825",3816,3415,1452,1421,1122,1155
"gene-SAUSA300_RS05830",11203,12524,4305,3817,1020,1003
"gene-SAUSA300_RS05835",1557,1930,606,622,257,310
"gene-SAUSA300_RS05840",4133,4360,1496,1370,745,830
"gene-SAUSA300_RS05845",8577,8894,2675,2546,1471,1781
"gene-SAUSA300_RS05850",33513,38337,12778,12485,11095,11924
"gene-SAUSA300_RS05855",15481,17477,6438,5554,5262,5534
"gene-SAUSA300_RS05860",850,868,277,253,253,275
"gene-SAUSA300_RS05865",4805,4208,2030,1764,1418,1452
"gene-SAUSA300_RS05870",2569,2818,1121,1071,833,719
"gene-SAUSA300_RS05875",118,183,71,51,53,60
"gene-SAUSA300_RS05880",1072,1226,430,366,292,290
"gene-SAUSA300_RS05885",10546,9531,5069,4337,3615,3226
"gene-SAUSA300_RS05890",8096,8593,2354,1959,1401,1503
"gene-SAUSA300_RS05895",989,992,290,240,188,164
"gene-SAUSA300_RS05905",1521,1559,597,486,458,422
"gene-SAUSA300_RS05910",848,1026,442,350,375,413
"gene-SAUSA300_RS05915",841,1005,823,623,1515,1726
"gene-SAUSA300_RS05920",760,700,548,528,924,966
"gene-SAUSA300_RS05925",709,675,815,732,1443,1643
"gene-SAUSA300_RS05930",1879,1689,2176,1966,4194,4433
"gene-SAUSA300_RS05935",492,473,779,723,1340,1387
"gene-SAUSA300_RS05940",2142,2121,5191,4555,6813,6954
"gene-SAUSA300_RS05945",272,309,830,867,1031,1149
"gene-SAUSA300_RS05950",145,190,482,493,473,544
"gene-SAUSA300_RS05955",38,63,81,98,52,53
"gene-SAUSA300_RS05960",1393,1605,1658,1530,1902,1883
"gene-SAUSA300_RS05965",4972,5463,1586,1405,1013,1159
"gene-SAUSA300_RS05970",5988,6238,1793,1483,1381,1373
"gene-SAUSA300_RS05975",110,152,28,24,20,26
"gene-SAUSA300_RS05980",2236,2256,733,563,542,519
"gene-SAUSA300_RS05985",4750,4555,1720,1457,1188,1106
"gene-SAUSA300_RS05990",982,1063,1733,1709,735,811
"gene-SAUSA300_RS05995",360,490,288,223,420,432
"gene-SAUSA300_RS06000",944,879,674,478,546,484
"gene-SAUSA300_RS06005",3667,3435,1554,1305,1368,1339
"gene-SAUSA300_RS06010",4532,4381,1728,1607,1506,1409
"gene-SAUSA300_RS06015",2017,2156,807,772,681,696
"gene-SAUSA300_RS06020",1048,1031,349,324,340,334
"gene-SAUSA300_RS06025",8007,8218,2423,2131,2635,2447
"gene-SAUSA300_RS06030",1863,2039,825,677,459,502
"gene-SAUSA300_RS06035",968,1138,589,487,341,397
"gene-SAUSA300_RS06040",705,935,377,340,257,375
"gene-SAUSA300_RS06045",190,239,164,170,175,242
"gene-SAUSA300_RS06050",3503,3167,1512,1221,1279,1251
"gene-SAUSA300_RS06055",6362,6880,3456,2800,2236,2244
"gene-SAUSA300_RS06060",1865,2245,1084,1132,803,823
"gene-SAUSA300_RS06065",2850,2656,589,506,403,409
"gene-SAUSA300_RS06070",6135,5983,1047,964,701,733
"gene-SAUSA300_RS06075",1945,2024,326,317,211,258
"gene-SAUSA300_RS06080",11440,11335,2028,1590,1994,2127
"gene-SAUSA300_RS06090",474,691,231,187,383,441
"gene-SAUSA300_RS06095",1761,1556,670,607,392,475
"gene-SAUSA300_RS06100",7048,7558,3172,2898,1497,1703
"gene-SAUSA300_RS06105",1295,1201,536,435,268,264
"gene-SAUSA300_RS06110",214,322,62,63,28,88
"gene-SAUSA300_RS06115",6941,7182,1870,1571,1477,1592
"gene-SAUSA300_RS06120",846,967,347,261,171,192
"gene-SAUSA300_RS06125",292,324,104,103,113,115
"gene-SAUSA300_RS06130",1129,1034,490,395,362,316
"gene-SAUSA300_RS06135",3445,4335,1413,1158,1671,1546
"gene-SAUSA300_RS06145",2131,2390,1403,1406,1502,1561
"gene-SAUSA300_RS06150",836,1056,520,446,361,342
"gene-SAUSA300_RS06155",462,536,262,236,162,191
"gene-SAUSA300_RS06160",15720,13202,28887,22650,31532,30058
"gene-SAUSA300_RS06165",7586,7239,14833,13040,19968,20544
"gene-SAUSA300_RS06170",136,165,439,384,202,169
"gene-SAUSA300_RS06175",71,148,157,166,69,84
"gene-SAUSA300_RS06180",169,126,122,158,198,229
"gene-SAUSA300_RS06185",15683,14922,1790,1505,1349,1192
"gene-SAUSA300_RS06190",8919,8934,1048,950,920,989
"gene-SAUSA300_RS06195",4871,5270,3420,3108,2652,2920
"gene-SAUSA300_RS06200",2231,2108,1360,1194,866,753
"gene-SAUSA300_RS06205",9801,9867,6356,5431,3656,3640
"gene-SAUSA300_RS06210",7442,7292,4326,3816,3064,3037
"gene-SAUSA300_RS06215",213,198,37,37,38,31
"gene-SAUSA300_RS06220",37373,39648,11603,9592,4527,4033
"gene-SAUSA300_RS06225",12,4,0,0,3,0
"gene-SAUSA300_RS06230",20494,21609,6761,5530,4010,3980
"gene-SAUSA300_RS06235",2059,2236,434,387,367,319
"gene-SAUSA300_RS06240",5650,5901,1395,1215,1083,1183
"gene-SAUSA300_RS06245",4404,4331,1851,1884,2449,2545
"gene-SAUSA300_RS06250",1093,1227,359,252,423,487
"gene-SAUSA300_RS06255",4993,5340,1181,974,706,741
"gene-SAUSA300_RS06260",6256,6695,1484,1363,1118,1329
"gene-SAUSA300_RS06265",9758,9746,2814,2412,2281,2371
"gene-SAUSA300_RS06270",2388,2276,3336,2508,2124,1929
"gene-SAUSA300_RS06275",1859,2051,2439,2135,1533,1594
"gene-SAUSA300_RS06280",21,27,11,9,20,9
"gene-SAUSA300_RS06285",87,83,77,57,56,46
"gene-SAUSA300_RS06290",8702,8534,8222,7290,6459,6489
"gene-SAUSA300_RS06295",1315,1556,532,443,390,509
"gene-SAUSA300_RS06300",950,1044,419,441,623,619
"gene-SAUSA300_RS06305",1747,1842,653,616,366,376
"gene-SAUSA300_RS06310",6972,7567,2215,2022,1461,1632
"gene-SAUSA300_RS06315",21551,20064,10124,8272,4067,3758
"gene-SAUSA300_RS06320",17302,17615,13569,11966,7028,6945
"gene-SAUSA300_RS06325",7694,7844,3709,3075,2704,2704
"gene-SAUSA300_RS06330",525,451,102,92,228,226
"gene-SAUSA300_RS06335",2172,2505,625,478,425,499
"gene-SAUSA300_RS06340",3072,3152,751,618,603,592
"gene-SAUSA300_RS06345",751,974,211,196,201,233
"gene-SAUSA300_RS06350",3752,3735,1710,1566,1786,1786
"gene-SAUSA300_RS06355",1166,1189,472,427,490,521
"gene-SAUSA300_RS06360",1912,2222,738,735,716,770
"gene-SAUSA300_RS06365",1183,1301,570,533,416,486
"gene-SAUSA300_RS06370",10318,10897,6373,5307,4084,3782
"gene-SAUSA300_RS06375",23502,23282,18479,16511,15491,15927
"gene-SAUSA300_RS06380",21,48,20,16,11,8
"gene-SAUSA300_RS06385",2837,2924,1367,1241,965,896
"gene-SAUSA300_RS06390",3309,3430,736,636,551,656
"gene-SAUSA300_RS06395",2142,2024,516,498,572,535
"gene-SAUSA300_RS06400",287,282,148,104,145,152
"gene-SAUSA300_RS06405",2168,2550,1348,1148,833,805
"gene-SAUSA300_RS06410",961,965,588,553,405,401
"gene-SAUSA300_RS06415",291,327,183,173,163,188
"gene-SAUSA300_RS06420",3369,3648,1354,1219,819,835
"gene-SAUSA300_RS06425",3296,3869,1147,1245,1187,1559
"gene-SAUSA300_RS06430",893,1069,289,266,348,383
"gene-SAUSA300_RS06435",1687,1962,1507,1263,2120,2036
"gene-SAUSA300_RS06440",2107,2084,1054,876,1329,1376
"gene-SAUSA300_RS06445",20788,21830,637,604,1522,1573
"gene-SAUSA300_RS06450",583,614,224,185,188,254
"gene-SAUSA300_RS06455",1180,1203,1489,1405,982,937
"gene-SAUSA300_RS06460",127,120,166,154,80,103
"gene-SAUSA300_RS06465",7449,7140,1931,1923,1904,1912
"gene-SAUSA300_RS06470",707,704,345,317,304,258
"gene-SAUSA300_RS06475",902,981,327,275,253,210
"gene-SAUSA300_RS06480",4277,4666,836,756,1492,1492
"gene-SAUSA300_RS06485",13129,14482,2944,2565,4395,4572
"gene-SAUSA300_RS06490",28,82,12,7,12,21
"gene-SAUSA300_RS06495",13,33,0,13,13,14
"gene-SAUSA300_RS06500",107,183,133,168,140,183
"gene-SAUSA300_RS06505",51,116,53,65,109,117
"gene-SAUSA300_RS06510",264,278,141,143,227,262
"gene-SAUSA300_RS06515",0,0,0,0,0,0
"gene-SAUSA300_RS06520",0,0,0,0,0,0
"gene-SAUSA300_RS06525",0,0,0,0,0,1
"gene-SAUSA300_RS06535",6,6,0,2,23,12
"gene-SAUSA300_RS06540",0,0,0,0,0,0
"gene-SAUSA300_RS06550",0,0,0,1,0,0
"gene-SAUSA300_RS06555",7,2,4,1,2,7
"gene-SAUSA300_RS06565",146,141,55,106,115,230
"gene-SAUSA300_RS06570",0,0,0,0,0,3
"gene-SAUSA300_RS06575",27,49,7,30,5,21
"gene-SAUSA300_RS06580",9,15,11,12,35,33
"gene-SAUSA300_RS06585",198,206,341,258,230,283
"gene-SAUSA300_RS06590",9,10,0,5,1,1
"gene-SAUSA300_RS06595",4933,5449,927,751,458,517
"gene-SAUSA300_RS06600",14,34,50,39,62,68
"gene-SAUSA300_RS06605",54,47,41,36,42,67
"gene-SAUSA300_RS06610",165,185,160,156,154,170
"gene-SAUSA300_RS06615",149,146,121,131,131,135
"gene-SAUSA300_RS06620",2,3,6,0,1,0
"gene-SAUSA300_RS06625",377,401,159,130,49,64
"gene-SAUSA300_RS06630",3988,4939,1748,1728,1174,1306
"gene-SAUSA300_RS06635",547,652,1578,1392,2105,2120
"gene-SAUSA300_RS06640",170,180,577,539,860,858
"gene-SAUSA300_RS06645",945,932,876,780,5743,6343
"gene-SAUSA300_RS06650",543,559,533,507,2858,3060
"gene-SAUSA300_RS06655",613,544,512,388,2933,2948
"gene-SAUSA300_RS06660",2446,3274,1301,1284,2465,3066
"gene-SAUSA300_RS06665",216,224,76,89,156,140
"gene-SAUSA300_RS06670",0,0,0,0,0,0
"gene-SAUSA300_RS06675",13374,14090,1228,1004,928,1010
"gene-SAUSA300_RS06680",13160,12245,7106,6125,13489,14622
"gene-SAUSA300_RS06685",187,184,138,117,289,288
"gene-SAUSA300_RS06690",365,255,145,201,88,146
"gene-SAUSA300_RS06695",640,665,1194,1065,682,596
"gene-SAUSA300_RS06700",0,0,0,0,0,0
"gene-SAUSA300_RS06705",1181,1371,979,941,930,1009
"gene-SAUSA300_RS06710",4407,5297,6121,5222,5451,5303
"gene-SAUSA300_RS06715",36,50,11,9,26,17
"gene-SAUSA300_RS06720",5820,8704,290,435,357,265
"gene-SAUSA300_RS06725",54046,54882,14810,13283,8868,8630
"gene-SAUSA300_RS06730",2258,2703,643,632,628,716
"gene-SAUSA300_RS06735",0,0,0,0,0,0
"gene-SAUSA300_RS06740",794,961,754,626,327,335
"gene-SAUSA300_RS06745",555,534,292,337,366,480
"gene-SAUSA300_RS06750",1381,1781,911,1029,1303,1331
"gene-SAUSA300_RS06755",10830,14477,3546,3160,1533,1582
"gene-SAUSA300_RS06760",4144,5401,2172,2050,1988,2156
"gene-SAUSA300_RS06765",15927,15797,21832,19543,46548,48059
"gene-SAUSA300_RS06770",1945,1830,1495,1243,1028,1046
"gene-SAUSA300_RS06775",773,1044,612,506,558,567
"gene-SAUSA300_RS06780",1002,1244,811,766,684,707
"gene-SAUSA300_RS06785",4637,4850,1443,1363,740,771
"gene-SAUSA300_RS06790",4540,5780,1070,1032,911,1155
"gene-SAUSA300_RS06800",2305,2693,238,191,265,315
"gene-SAUSA300_RS06805",990,1541,251,330,261,322
"gene-SAUSA300_RS06810",0,0,0,0,0,0
"gene-SAUSA300_RS06815",6089,6848,1638,1492,2149,2215
"gene-SAUSA300_RS06820",5025,5967,3083,2879,4587,4859
"gene-SAUSA300_RS06825",1736,1983,780,727,650,676
"gene-SAUSA300_RS06830",2113,2490,1277,1097,534,489
"gene-SAUSA300_RS06835",547,540,393,348,846,776
"gene-SAUSA300_RS06840",189,194,363,285,722,742
"gene-SAUSA300_RS06845",1019,1062,579,582,1281,1363
"gene-SAUSA300_RS06850",2297,2445,1454,1304,2165,2340
"gene-SAUSA300_RS06855",125,156,33,11,51,58
"gene-SAUSA300_RS06860",58,49,5,13,6,18
"gene-SAUSA300_RS06865",73,67,16,9,21,27
"gene-SAUSA300_RS06870",42,40,1,0,0,5
"gene-SAUSA300_RS06875",28,19,4,2,8,8
"gene-SAUSA300_RS06880",65,74,28,13,13,41
"gene-SAUSA300_RS06885",113,143,46,62,64,57
"gene-SAUSA300_RS06890",8612,10216,2233,1840,1327,1252
"gene-SAUSA300_RS06895",12374,12648,2607,2229,1308,1347
"gene-SAUSA300_RS06900",874,968,700,614,705,555
"gene-SAUSA300_RS06905",849,849,803,778,972,1101
"gene-SAUSA300_RS06910",230,240,165,165,180,188
"gene-SAUSA300_RS06915",200,245,127,110,90,112
"gene-SAUSA300_RS06920",159,143,93,70,89,73
"gene-SAUSA300_RS06925",529,550,316,265,114,137
"gene-SAUSA300_RS06930",10,11,3,2,2,0
"gene-SAUSA300_RS06935",12,7,3,1,0,3
"gene-SAUSA300_RS06940",6447,6879,2044,1726,5247,5948
"gene-SAUSA300_RS06945",34,25,20,8,14,25
"gene-SAUSA300_RS06950",45,20,40,25,28,36
"gene-SAUSA300_RS06955",20,16,29,15,34,26
"gene-SAUSA300_RS06960",5,13,15,17,29,16
"gene-SAUSA300_RS06965",21,24,59,51,158,225
"gene-SAUSA300_RS06980",4663,4862,4751,4235,2471,2436
"gene-SAUSA300_RS06985",8592,9752,3524,3245,1408,1345
"gene-SAUSA300_RS06990",1866,1737,423,363,148,180
"gene-SAUSA300_RS06995",1291,1185,310,269,191,170
"gene-SAUSA300_RS07000",979,1003,269,243,196,197
"gene-SAUSA300_RS07005",497,464,113,108,113,133
"gene-SAUSA300_RS07010",313,337,114,128,147,127
"gene-SAUSA300_RS07015",693,757,245,201,322,305
"gene-SAUSA300_RS07020",356,340,124,111,141,125
"gene-SAUSA300_RS07025",2798,2731,848,796,840,924
"gene-SAUSA300_RS07030",16,33,4,10,8,2
"gene-SAUSA300_RS07035",2083,2272,2154,1911,2463,2596
"gene-SAUSA300_RS07045",653,863,206,205,78,79
"gene-SAUSA300_RS07050",105,133,48,68,86,84
"gene-SAUSA300_RS07055",1529,2053,736,724,1399,1646
"gene-SAUSA300_RS07060",5165,5075,2150,1901,3601,3519
"gene-SAUSA300_RS07075",1466,1774,196,211,219,189
"gene-SAUSA300_RS07080",2468,2631,315,254,374,399
"gene-SAUSA300_RS07085",2563,2339,275,218,284,273
"gene-SAUSA300_RS07090",173,225,118,92,92,143
"gene-SAUSA300_RS07095",2927,3050,2564,2155,2695,2745
"gene-SAUSA300_RS07100",4040,3952,26252,23418,34992,36169
"gene-SAUSA300_RS07105",5946,5863,45264,39697,46322,48540
"gene-SAUSA300_RS07110",1951,2140,2347,1970,1555,1471
"gene-SAUSA300_RS07115",472,558,609,580,829,831
"gene-SAUSA300_RS07120",4,13,4,1,3,2
"gene-SAUSA300_RS07125",5,2,3,6,3,4
"gene-SAUSA300_RS07130",11,3,2,0,36,29
"gene-SAUSA300_RS07135",2657,2764,1035,831,802,805
"gene-SAUSA300_RS07140",6822,7490,1737,1656,1420,1589
"gene-SAUSA300_RS07145",1023,1094,164,113,119,112
"gene-SAUSA300_RS07150",4302,5485,1267,1203,1103,1151
"gene-SAUSA300_RS07160",28,24,4,5,6,12
"gene-SAUSA300_RS07165",451,488,245,199,168,202
"gene-SAUSA300_RS07170",1476,1359,508,499,626,650
"gene-SAUSA300_RS07175",5030,5100,1359,1285,1366,1483
"gene-SAUSA300_RS07180",1638,1987,791,840,685,861
"gene-SAUSA300_RS07185",3295,3307,1323,1369,1195,1364
"gene-SAUSA300_RS07190",3364,3411,1153,1083,1251,1129
"gene-SAUSA300_RS07195",580,694,217,247,303,339
"gene-SAUSA300_RS07200",2952,3487,1479,1350,1750,1615
"gene-SAUSA300_RS07205",552,496,184,188,198,233
"gene-SAUSA300_RS07210",83,75,26,31,49,51
"gene-SAUSA300_RS07215",461,548,188,151,105,150
"gene-SAUSA300_RS07230",514,434,68,53,70,81
"gene-SAUSA300_RS07235",3134,3134,2068,1691,3031,3131
"gene-SAUSA300_RS07240",2037,2157,329,311,69,75
"gene-SAUSA300_RS07245",4083,4440,1397,1234,77,97
"gene-SAUSA300_RS07250",4146,3940,1713,1614,117,131
"gene-SAUSA300_RS07255",3114,3317,1255,1115,123,97
