"Gene_ID","WT_LP1:read count","WT_LP2:read count","WT_EP1:read count","WT_EP2:read count","WT_SP1:read count","WT_SP2:read count"
"gene-SAUSA300_RS12370",62,73,46,40,32,37
"gene-SAUSA300_RS12375",296,278,218,239,159,162
"gene-SAUSA300_RS12380",220,285,206,187,151,152
"gene-SAUSA300_RS12385",325,319,257,267,162,180
"gene-SAUSA300_RS12390",7392,11144,27848,30741,29482,33859
"gene-SAUSA300_RS12400",69,114,58,73,89,78
"gene-SAUSA300_RS12405",190,265,88,104,137,141
"gene-SAUSA300_RS12410",804,1004,464,402,627,809
"gene-SAUSA300_RS12415",2088,2762,764,628,890,962
"gene-SAUSA300_RS12420",239,380,791,895,1275,1978
"gene-SAUSA300_RS12425",4275,4208,313,301,677,693
"gene-SAUSA300_RS12430",8481,8180,678,567,1598,1522
"gene-SAUSA300_RS12435",370,493,168,195,158,190
"gene-SAUSA300_RS12440",963,1014,705,522,1826,1837
"gene-SAUSA300_RS12450",5184,5574,5217,4651,7229,7187
"gene-SAUSA300_RS12455",4192,4070,1100,938,775,695
"gene-SAUSA300_RS12460",2499,2701,419,422,457,483
"gene-SAUSA300_RS12465",52,94,10,21,3,14
"gene-SAUSA300_RS12470",488,701,488,466,351,385
"gene-SAUSA300_RS12475",18026,18315,16829,14418,12169,12452
"gene-SAUSA300_RS12480",4022,4036,2570,2155,1877,1782
"gene-SAUSA300_RS12485",1302,1583,1249,1062,1146,1227
"gene-SAUSA300_RS12490",2149,2500,3316,2881,2531,2409
"gene-SAUSA300_RS12500",3386,3963,620,471,740,729
"gene-SAUSA300_RS12505",25,11,4,8,16,13
"gene-SAUSA300_RS12510",9256,10527,3048,3034,4187,4507
"gene-SAUSA300_RS12515",4324,4855,1007,883,907,880
"gene-SAUSA300_RS12520",488,562,90,99,115,107
"gene-SAUSA300_RS12525",8,4,3,0,0,1
"gene-SAUSA300_RS12530",7,5,6,1,6,2
"gene-SAUSA300_RS12535",1031,1055,301,267,288,326
"gene-SAUSA300_RS12540",221,224,111,117,142,176
"gene-SAUSA300_RS12545",642,811,344,255,239,302
"gene-SAUSA300_RS12550",356,392,2554,2108,397,380
"gene-SAUSA300_RS12555",259,337,146,110,237,206
"gene-SAUSA300_RS12560",4199,4299,1283,976,1600,1738
"gene-SAUSA300_RS12565",2562,2794,225,214,221,201
"gene-SAUSA300_RS12570",292,442,77,67,126,124
"gene-SAUSA300_RS12575",657,825,1552,1332,1439,1504
"gene-SAUSA300_RS12580",485,472,476,462,434,408
"gene-SAUSA300_RS12585",137,144,5081,4241,9990,10810
"gene-SAUSA300_RS12590",82,77,9809,8349,13229,14333
"gene-SAUSA300_RS12595",328,327,1298,1127,442,447
"gene-SAUSA300_RS12600",21,34,161,241,60,74
"gene-SAUSA300_RS12605",1556,1636,1336,1102,2744,3030
"gene-SAUSA300_RS12610",5756,6253,1405,1077,853,745
"gene-SAUSA300_RS12615",848,905,551,529,436,428
"gene-SAUSA300_RS12620",839,975,281,210,192,222
"gene-SAUSA300_RS12630",923,1044,708,660,361,361
"gene-SAUSA300_RS12635",406,404,338,311,161,196
"gene-SAUSA300_RS12640",1776,1838,1272,1145,552,650
"gene-SAUSA300_RS12645",824,838,454,413,296,293
"gene-SAUSA300_RS12650",2271,2238,2788,2676,2549,2497
"gene-SAUSA300_RS12655",215,243,166,172,155,166
"gene-SAUSA300_RS12660",1101,1114,273,287,584,629
"gene-SAUSA300_RS12665",4053,3468,1642,1459,1370,1362
"gene-SAUSA300_RS12670",509,642,227,257,229,332
"gene-SAUSA300_RS12675",1798,1891,569,514,1052,1016
"gene-SAUSA300_RS12680",497,526,188,154,214,239
"gene-SAUSA300_RS12685",3731,4537,674,669,543,582
"gene-SAUSA300_RS12690",1570,1864,758,747,890,878
"gene-SAUSA300_RS12695",3374,3652,478,425,218,214
"gene-SAUSA300_RS12700",965,1263,163,113,35,26
"gene-SAUSA300_RS12705",1089,1377,217,191,196,212
"gene-SAUSA300_RS12710",2162,1960,790,662,692,775
"gene-SAUSA300_RS12715",0,0,0,0,0,0
"gene-SAUSA300_RS12720",1348,1528,583,502,618,675
"gene-SAUSA300_RS12730",729,979,289,299,415,462
"gene-SAUSA300_RS12735",3169,4092,628,722,1270,1522
"gene-SAUSA300_RS12745",81,67,18,13,17,22
"gene-SAUSA300_RS12750",142,161,22,25,18,28
"gene-SAUSA300_RS12755",313,288,76,61,110,61
"gene-SAUSA300_RS12760",1253,1333,332,292,321,281
"gene-SAUSA300_RS12765",341,511,263,322,500,603
"gene-SAUSA300_RS12770",187,181,147,137,90,135
"gene-SAUSA300_RS12775",2325,2525,2897,2457,4609,4902
"gene-SAUSA300_RS12780",127405,133590,89209,77087,57591,58163
"gene-SAUSA300_RS12785",3434,3417,1716,1348,1322,1205
"gene-SAUSA300_RS12790",11504,13186,8205,8065,12967,14764
"gene-SAUSA300_RS12795",903,1020,50,77,81,102
"gene-SAUSA300_RS12800",5932,6010,1050,864,344,331
"gene-SAUSA300_RS12805",68,50,13,18,40,48
"gene-SAUSA300_RS12810",342,306,102,71,161,159
"gene-SAUSA300_RS12815",0,0,0,0,0,0
"gene-SAUSA300_RS12820",5114,5589,9498,8828,2377,2402
"gene-SAUSA300_RS12830",351,357,99,56,16,37
"gene-SAUSA300_RS12835",1494,1367,556,516,550,703
"gene-SAUSA300_RS12840",2523,2729,871,869,610,610
"gene-SAUSA300_RS12845",768,840,3034,2516,140,162
"gene-SAUSA300_RS12850",309,385,568,598,845,1075
"gene-SAUSA300_RS12855",1748,2127,993,984,748,789
"gene-SAUSA300_RS12860",607,785,328,279,528,713
"gene-SAUSA300_RS12865",2511,4082,1407,1882,898,1113
"gene-SAUSA300_RS12870",8297,9608,3277,2707,2873,2747
"gene-SAUSA300_RS12875",1936,2463,727,960,253,222
"gene-SAUSA300_RS12880",5498,8543,4746,5218,5686,7027
"gene-SAUSA300_RS12885",2145,2417,1281,1351,2488,2773
"gene-SAUSA300_RS12890",46828,50814,18521,13079,737,570
"gene-SAUSA300_RS12895",42,52,21,13,43,34
"gene-SAUSA300_RS12900",99,135,46,54,62,112
"gene-SAUSA300_RS12905",7797,7865,1824,1580,1245,1143
"gene-SAUSA300_RS12910",14518,13735,3784,3200,2559,2821
"gene-SAUSA300_RS12915",1718,1790,489,424,372,421
"gene-SAUSA300_RS12920",1345,1465,452,416,344,375
"gene-SAUSA300_RS12925",2330,2360,431,406,1,1
"gene-SAUSA300_RS12930",13851,12915,4474,3320,40,30
"gene-SAUSA300_RS12935",38322,38783,19524,13130,340,271
"gene-SAUSA300_RS12940",12274,11562,4867,3531,91,136
"gene-SAUSA300_RS12945",525,542,244,220,1,1
"gene-SAUSA300_RS12950",19929,19396,12894,8631,270,302
"gene-SAUSA300_RS12955",17248,15807,7140,4479,332,318
"gene-SAUSA300_RS12960",587,614,104,91,54,48
"gene-SAUSA300_RS12965",2613,2995,1666,1568,674,685
"gene-SAUSA300_RS12970",399,465,263,275,94,146
"gene-SAUSA300_RS12975",393,361,71,60,88,109
"gene-SAUSA300_RS12980",1251,1432,407,407,485,489
"gene-SAUSA300_RS12985",78,70,16,26,32,54
"gene-SAUSA300_RS12990",286,307,92,85,100,119
"gene-SAUSA300_RS12995",0,2,0,0,0,0
"gene-SAUSA300_RS13000",1950,1877,735,689,485,565
"gene-SAUSA300_RS13005",170,210,95,74,64,95
"gene-SAUSA300_RS13010",244,269,157,132,118,140
"gene-SAUSA300_RS13015",13772,15569,3436,2837,2094,2112
"gene-SAUSA300_RS13020",8982,9835,2323,2089,1105,1307
"gene-SAUSA300_RS13025",8842,10045,1593,1375,690,739
"gene-SAUSA300_RS13030",3679,3714,3650,3406,785,843
"gene-SAUSA300_RS13040",284,342,2966,3337,681,878
"gene-SAUSA300_RS13045",10950,13002,14845,13028,9086,9702
"gene-SAUSA300_RS13050",921,868,212,197,269,258
"gene-SAUSA300_RS13055",93,87,52,50,72,82
"gene-SAUSA300_RS13060",7850,8104,1164,1270,11761,12278
"gene-SAUSA300_RS13070",56,95,164,181,613,654
"gene-SAUSA300_RS13075",50,77,115,90,246,246
"gene-SAUSA300_RS13080",72,78,163,145,253,292
"gene-SAUSA300_RS13085",9,15,7,10,304,320
"gene-SAUSA300_RS13090",114,112,35,26,2324,2609
"gene-SAUSA300_RS13095",51,84,38,38,1208,1325
"gene-SAUSA300_RS13100",142,123,30,19,2501,2626
"gene-SAUSA300_RS13105",56,47,13,8,1103,1181
"gene-SAUSA300_RS13110",27,29,5,4,669,737
"gene-SAUSA300_RS13115",2,2,0,0,0,0
"gene-SAUSA300_RS13125",145,192,51,54,225,246
"gene-SAUSA300_RS13130",103,74,24,32,156,172
"gene-SAUSA300_RS13140",6,13,1,2,4,15
"gene-SAUSA300_RS13145",132,166,57,57,160,126
"gene-SAUSA300_RS13150",1523,1535,816,740,1046,989
"gene-SAUSA300_RS13155",2372,2714,1557,1470,1745,1805
"gene-SAUSA300_RS13160",3797,3903,650,568,653,566
"gene-SAUSA300_RS13165",145,155,100,87,121,140
"gene-SAUSA300_RS13170",6260,5859,746,566,544,439
"gene-SAUSA300_RS13175",479,465,97,104,151,126
"gene-SAUSA300_RS13180",329,324,813,737,3052,3002
"gene-SAUSA300_RS13185",4919,5980,835,721,624,786
"gene-SAUSA300_RS13195",1570,1784,1296,1147,625,634
"gene-SAUSA300_RS13205",1036,1183,827,707,764,764
"gene-SAUSA300_RS13210",1099,1092,159,173,95,94
"gene-SAUSA300_RS13220",2070,2188,357,294,236,210
"gene-SAUSA300_RS13225",3726,4154,314,257,274,271
"gene-SAUSA300_RS13230",537,572,889,835,879,944
"gene-SAUSA300_RS13235",301,334,439,386,570,651
"gene-SAUSA300_RS13240",102,154,131,136,196,219
"gene-SAUSA300_RS13245",1873,1824,1924,1798,1961,2026
"gene-SAUSA300_RS13250",10,7,3,1,0,0
"gene-SAUSA300_RS13255",0,0,0,0,0,0
"gene-SAUSA300_RS13260",2689,2571,1260,997,996,995
"gene-SAUSA300_RS13265",2389,2155,1022,864,992,1009
"gene-SAUSA300_RS13270",2005,2103,8766,7606,6862,7340
"gene-SAUSA300_RS13275",1427,1509,629,558,625,531
"gene-SAUSA300_RS13280",1363,1490,905,714,800,803
"gene-SAUSA300_RS13285",567,681,301,240,470,634
"gene-SAUSA300_RS13290",2195,2156,728,690,849,840
"gene-SAUSA300_RS13295",118,158,20,25,52,69
"gene-SAUSA300_RS13300",222,318,68,73,153,156
"gene-SAUSA300_RS13310",10112,12720,3031,3349,3988,4989
"gene-SAUSA300_RS13315",1642,1795,681,656,702,739
"gene-SAUSA300_RS13320",1317,1738,208,193,253,212
"gene-SAUSA300_RS13325",584,580,197,147,466,433
"gene-SAUSA300_RS13330",104,124,39,51,166,178
"gene-SAUSA300_RS13335",213,176,31,38,243,219
"gene-SAUSA300_RS13340",60,48,8,11,69,76
"gene-SAUSA300_RS13345",53,81,40,34,136,108
"gene-SAUSA300_RS13350",629,685,258,204,771,736
"gene-SAUSA300_RS13355",42,69,19,12,198,189
"gene-SAUSA300_RS13360",74,77,19,16,187,184
"gene-SAUSA300_RS13365",49,55,26,23,154,115
"gene-SAUSA300_RS13370",61,127,106,98,54,87
"gene-SAUSA300_RS13380",1239,1403,439,407,654,597
"gene-SAUSA300_RS13385",3205,4515,2077,1976,3780,4733
"gene-SAUSA300_RS13390",143,167,155,176,169,205
"gene-SAUSA300_RS13395",288,330,216,200,342,292
"gene-SAUSA300_RS13405",1256,1602,478,631,429,523
"gene-SAUSA300_RS13410",4443,4052,1668,1494,1330,1352
"gene-SAUSA300_RS13415",920,1082,857,708,1087,1118
"gene-SAUSA300_RS13420",0,0,1,0,0,0
"gene-SAUSA300_RS13425",109268,111905,421341,413055,92141,101155
"gene-SAUSA300_RS13430",192,206,77,80,72,90
"gene-SAUSA300_RS13435",51,68,7,15,17,54
"gene-SAUSA300_RS13440",1,7,0,8,0,2
"gene-SAUSA300_RS13460",1003,1050,171,220,197,237
"gene-SAUSA300_RS13465",4497,5726,1329,1431,1483,1808
"gene-SAUSA300_RS13470",1727,1557,311,249,581,553
"gene-SAUSA300_RS13475",1481,1765,697,650,1489,1646
"gene-SAUSA300_RS13480",2335,2448,497,434,806,818
"gene-SAUSA300_RS13485",52,29,12,19,21,19
"gene-SAUSA300_RS13490",5,0,0,0,1,1
"gene-SAUSA300_RS13495",296,272,163,120,187,181
"gene-SAUSA300_RS13510",49,97,6,18,9,7
"gene-SAUSA300_RS13515",17,37,8,22,75,72
"gene-SAUSA300_RS13520",1487,1455,882,756,1215,1355
"gene-SAUSA300_RS13525",1735,1809,147,131,239,218
"gene-SAUSA300_RS13530",1446,1508,511,513,598,705
"gene-SAUSA300_RS13535",0,0,0,0,0,0
"gene-SAUSA300_RS13540",0,0,0,1,0,0
"gene-SAUSA300_RS13545",528,609,11921,10811,254,213
"gene-SAUSA300_RS13550",469,459,14069,11942,199,170
"gene-SAUSA300_RS13555",494,417,5405,4821,86,65
"gene-SAUSA300_RS13560",1836,2015,2435,2232,960,985
"gene-SAUSA300_RS13565",1345,1343,1112,984,478,504
"gene-SAUSA300_RS13570",479,650,1810,1699,1271,1229
"gene-SAUSA300_RS13575",1716,1923,2086,1938,1000,1234
"gene-SAUSA300_RS13580",1157,1230,686,643,1711,1720
"gene-SAUSA300_RS13585",1513,1771,251,176,142,152
"gene-SAUSA300_RS13590",0,0,0,0,0,0
"gene-SAUSA300_RS13595",114,146,46,44,56,48
"gene-SAUSA300_RS13600",71,145,11,21,28,33
"gene-SAUSA300_RS13605",1728,1651,60,81,118,133
"gene-SAUSA300_RS13610",1695,1725,75,119,130,151
"gene-SAUSA300_RS13615",1388,1505,3144,2772,3366,3518
"gene-SAUSA300_RS13625",1370,1479,351,271,324,262
"gene-SAUSA300_RS13630",154,130,117,121,69,59
"gene-SAUSA300_RS13635",71,47,72,66,23,34
"gene-SAUSA300_RS13640",109,160,49,54,33,35
"gene-SAUSA300_RS13645",8,10,8,18,8,9
"gene-SAUSA300_RS13650",1084,1130,1272,1075,992,891
"gene-SAUSA300_RS13655",3511,3434,1700,1594,3066,3350
"gene-SAUSA300_RS13660",23220,24510,23827,21982,5782,5856
"gene-SAUSA300_RS13665",194,203,506,403,277,293
"gene-SAUSA300_RS13670",45,45,26,32,8,12
"gene-SAUSA300_RS13675",73,98,27,20,33,23
"gene-SAUSA300_RS13680",3905,4354,779,542,422,365
"gene-SAUSA300_RS13685",1004,938,214,175,385,375
"gene-SAUSA300_RS13690",150,190,18,14,69,38
"gene-SAUSA300_RS13695",0,0,0,0,0,0
"gene-SAUSA300_RS13700",577,535,1391,1182,783,802
"gene-SAUSA300_RS13705",171,178,595,571,320,269
"gene-SAUSA300_RS13710",119,106,951,720,403,408
"gene-SAUSA300_RS13715",28,27,93,80,293,384
"gene-SAUSA300_RS13720",673,607,269,208,367,420
"gene-SAUSA300_RS13725",5000,5219,1301,1155,2396,2639
"gene-SAUSA300_RS13730",740,713,235,152,280,247
"gene-SAUSA300_RS13735",570,604,99,106,86,76
"gene-SAUSA300_RS13740",7823,8372,26828,24131,247,251
"gene-SAUSA300_RS13745",5029,5213,3610,3164,3126,3151
"gene-SAUSA300_RS13750",3737,3251,2413,2094,2828,2651
"gene-SAUSA300_RS13755",27,51,3,16,3,1
"gene-SAUSA300_RS13760",894,1033,546,503,373,398
"gene-SAUSA300_RS13765",1006,1526,1189,937,1757,2189
"gene-SAUSA300_RS13770",254,235,141,122,205,147
"gene-SAUSA300_RS13775",90,141,52,68,42,78
"gene-SAUSA300_RS13785",177,262,47,73,56,56
"gene-SAUSA300_RS13790",3632,3816,1711,1544,1463,1509
"gene-SAUSA300_RS13795",8934,10830,4338,3948,3868,4135
"gene-SAUSA300_RS13800",1117,989,754,582,495,550
"gene-SAUSA300_RS13805",11754,12881,15072,13367,4970,5278
"gene-SAUSA300_RS13810",1,0,0,3,1,1
"gene-SAUSA300_RS13815",190,192,186,188,175,161
"gene-SAUSA300_RS13820",1,4,1,1,3,5
"gene-SAUSA300_RS13825",712,728,173,127,197,249
"gene-SAUSA300_RS13830",1052,1121,514,363,722,776
"gene-SAUSA300_RS13835",0,0,2,1,0,4
"gene-SAUSA300_RS13840",1112,1207,6180,5766,17611,18317
"gene-SAUSA300_RS13845",765,913,71,83,193,165
"gene-SAUSA300_RS13850",54,77,15,15,31,38
"gene-SAUSA300_RS13855",3208,3440,7338,6423,7523,7545
"gene-SAUSA300_RS13860",377,428,599,555,800,871
"gene-SAUSA300_RS13865",1480,1300,689,625,1012,1200
"gene-SAUSA300_RS13870",2340,2180,1456,1164,1917,1989
"gene-SAUSA300_RS13875",1163,1004,1637,1235,1491,1492
"gene-SAUSA300_RS13880",632,588,1240,1041,956,890
"gene-SAUSA300_RS13885",1239,1189,3016,2530,2011,2107
"gene-SAUSA300_RS13890",862,844,2288,1884,2252,2222
"gene-SAUSA300_RS13895",356,409,656,637,1559,1836
"gene-SAUSA300_RS13900",595,655,241,247,219,165
"gene-SAUSA300_RS13905",10504,10883,3078,2764,4334,4546
"gene-SAUSA300_RS13910",891,1066,294,374,440,427
"gene-SAUSA300_RS13915",15722,19339,8026,6902,5519,4800
"gene-SAUSA300_RS13920",92,65,48,37,103,94
"gene-SAUSA300_RS13930",443,513,175,129,115,125
"gene-SAUSA300_RS13940",135,143,42,42,50,54
"gene-SAUSA300_RS13945",108,96,27,28,31,59
"gene-SAUSA300_RS13950",136,119,27,25,34,43
"gene-SAUSA300_RS13955",240,208,40,39,45,38
"gene-SAUSA300_RS13960",453,475,158,168,264,275
"gene-SAUSA300_RS13965",214,218,69,55,112,129
"gene-SAUSA300_RS13970",951,876,477,405,738,822
"gene-SAUSA300_RS13975",2211,2223,1233,1107,2227,2509
"gene-SAUSA300_RS13980",287,275,70,61,125,134
"gene-SAUSA300_RS13985",269,230,85,59,123,102
"gene-SAUSA300_RS13990",146,202,51,32,54,47
"gene-SAUSA300_RS13995",357,409,312,217,373,416
"gene-SAUSA300_RS14000",253,230,150,128,294,236
"gene-SAUSA300_RS14005",67,86,31,33,75,109
"gene-SAUSA300_RS14010",1055,1127,1427,1111,1484,1658
"gene-SAUSA300_RS14015",7281,7407,2473,2192,986,972
"gene-SAUSA300_RS14020",363,445,127,112,83,64
"gene-SAUSA300_RS14025",739,866,127,130,139,112
"gene-SAUSA300_RS14030",437,552,290,198,213,161
"gene-SAUSA300_RS14035",615,644,171,193,162,230
"gene-SAUSA300_RS14040",0,0,0,0,0,0
"gene-SAUSA300_RS14045",269,314,104,118,169,203
"gene-SAUSA300_RS14050",372,459,68,60,56,45
"gene-SAUSA300_RS14055",2554,2401,272,242,222,215
"gene-SAUSA300_RS14060",3254,3428,212,195,220,200
"gene-SAUSA300_RS14065",1457,1455,302,247,213,154
"gene-SAUSA300_RS14070",1158,1271,446,431,683,709
"gene-SAUSA300_RS14075",7076,7461,1389,1260,1744,1741
"gene-SAUSA300_RS14085",1718,2011,431,346,335,347
"gene-SAUSA300_RS14090",214,164,75,68,189,168
"gene-SAUSA300_RS14095",69,92,79,91,100,145
"gene-SAUSA300_RS14100",32730,35120,11078,9452,9311,9050
"gene-SAUSA300_RS14105",31760,36473,22494,20235,21664,23992
"gene-SAUSA300_RS14110",378,90,43,31,26,23
"gene-SAUSA300_RS14115",14985,15173,4301,3673,2949,2803
"gene-SAUSA300_RS14120",1367,1749,723,573,1162,1242
"gene-SAUSA300_RS14125",297,321,24,39,34,19
"gene-SAUSA300_RS14130",245,226,85,55,149,195
"gene-SAUSA300_RS14135",225,210,85,71,95,117
"gene-SAUSA300_RS14140",0,0,0,0,0,0
"gene-SAUSA300_RS14145",1265,1368,418,445,731,729
"gene-SAUSA300_RS14150",556,548,209,203,206,212
"gene-SAUSA300_RS14155",502,538,515,377,390,497
"gene-SAUSA300_RS14160",0,0,0,0,0,0
"gene-SAUSA300_RS14165",0,0,0,0,0,0
"gene-SAUSA300_RS14170",275,326,410,317,25,19
"gene-SAUSA300_RS14175",9726,10137,13918,11905,1211,1141
"gene-SAUSA300_RS14180",395,451,186,126,293,323
"gene-SAUSA300_RS14185",4,6,0,0,1,1
"gene-SAUSA300_RS14190",667,694,388,328,505,473
"gene-SAUSA300_RS14195",1216,1389,675,574,648,645
"gene-SAUSA300_RS14200",0,3,0,0,0,3
"gene-SAUSA300_RS14205",103,109,56,30,46,60
"gene-SAUSA300_RS14210",365,480,184,187,215,268
"gene-SAUSA300_RS14215",142,134,57,54,67,66
"gene-SAUSA300_RS14225",1182,1312,677,542,744,770
"gene-SAUSA300_RS14230",324,311,173,122,174,190
"gene-SAUSA300_RS14235",2106,2316,1585,1662,1152,1305
"gene-SAUSA300_RS14240",454,541,423,367,316,340
"gene-SAUSA300_RS14245",273,337,239,198,201,249
"gene-SAUSA300_RS14255",31,36,68,98,107,70
"gene-SAUSA300_RS14260",1685,1852,392,362,529,563
"gene-SAUSA300_RS14265",1810,1713,614,540,680,795
"gene-SAUSA300_RS14270",22059,22135,5321,4434,1051,944
"gene-SAUSA300_RS14275",211,328,133,124,101,104
"gene-SAUSA300_RS14280",499,466,298,233,221,194
"gene-SAUSA300_RS14285",99,104,147,93,94,86
"gene-SAUSA300_RS14290",21,29,41,37,24,21
"gene-SAUSA300_RS14295",99,63,251,202,57,46
"gene-SAUSA300_RS14300",0,0,0,0,0,0
"gene-SAUSA300_RS14305",10,16,16,5,9,6
"gene-SAUSA300_RS14310",666,689,1616,1383,1949,2125
"gene-SAUSA300_RS14315",7177,7348,6332,5608,5706,5706
"gene-SAUSA300_RS14320",1174,1132,613,570,363,312
"gene-SAUSA300_RS14325",377,435,444,395,445,392
"gene-SAUSA300_RS14330",1486,1557,5725,4877,785,820
"gene-SAUSA300_RS14335",991,1123,3075,2713,487,482
"gene-SAUSA300_RS14340",11372,11310,3926,3368,4389,4329
"gene-SAUSA300_RS14345",23932,21967,6822,6520,11170,10763
"gene-SAUSA300_RS14350",4349,4470,1490,1238,1834,1911
"gene-SAUSA300_RS14355",3271,3385,1016,891,1036,1130
"gene-SAUSA300_RS14360",1210,1414,1370,1251,857,822
"gene-SAUSA300_RS14365",2093,2157,2549,2125,1508,1458
"gene-SAUSA300_RS14370",2489,2472,3753,3181,3142,3444
"gene-SAUSA300_RS14375",189,227,794,632,341,324
"gene-SAUSA300_RS14380",286,334,1338,1040,728,760
"gene-SAUSA300_RS14385",320,311,1433,1342,884,959
"gene-SAUSA300_RS14390",171,163,546,566,389,555
"gene-SAUSA300_RS14395",6999,7330,57291,50837,25784,26646
"gene-SAUSA300_RS14400",397,415,881,779,1620,1605
"gene-SAUSA300_RS14405",88,109,85,61,86,64
"gene-SAUSA300_RS14410",55,53,34,35,53,71
"gene-SAUSA300_RS14415",468,538,259,250,336,389
"gene-SAUSA300_RS14420",1030,856,405,355,451,425
"gene-SAUSA300_RS14425",41,36,20,23,21,27
"gene-SAUSA300_RS14430",67,56,47,17,37,33
"gene-SAUSA300_RS14435",55,94,42,52,21,23
"gene-SAUSA300_RS14440",65,66,37,51,27,7
"gene-SAUSA300_RS14445",22,24,10,14,12,9
"gene-SAUSA300_RS14450",3603,5060,2806,2923,2487,2817
"gene-SAUSA300_RS14455",44,29,14,18,45,56
"gene-SAUSA300_RS14460",0,0,0,0,0,0
"gene-SAUSA300_RS14465",64,57,18,15,50,58
"gene-SAUSA300_RS14470",127,189,77,90,117,175
"gene-SAUSA300_RS14475",642,632,11751,10425,45658,46981
"gene-SAUSA300_RS14485",100,90,35,26,37,52
"gene-SAUSA300_RS14490",114,105,25,31,64,42
"gene-SAUSA300_RS14495",94,84,22,16,40,37
"gene-SAUSA300_RS14500",45,39,14,15,9,24
"gene-SAUSA300_RS14505",23,16,0,0,5,4
"gene-SAUSA300_RS14510",60,50,8,1,31,33
"gene-SAUSA300_RS14515",75,76,8,5,22,29
"gene-SAUSA300_RS14520",19,13,0,3,1,2
"gene-SAUSA300_RS14525",64,102,6,9,13,15
"gene-SAUSA300_RS14530",248,233,75,85,130,125
"gene-SAUSA300_RS14535",90,83,34,17,81,54
"gene-SAUSA300_RS14540",287,216,74,77,162,171
"gene-SAUSA300_RS14545",378,406,129,140,303,317
"gene-SAUSA300_RS14550",25,39,13,16,32,29
"gene-SAUSA300_RS14555",116,91,28,28,50,87
"gene-SAUSA300_RS14560",750,1010,1591,1528,1515,1723
"gene-SAUSA300_RS14565",412,406,790,763,1880,1866
"gene-SAUSA300_RS14570",1068,1146,324,264,170,164
"gene-SAUSA300_RS14575",309,259,53,65,92,111
"gene-SAUSA300_RS14580",303,410,107,116,103,108
"gene-SAUSA300_RS14585",259,272,55,46,56,52
"gene-SAUSA300_RS14590",367,425,169,150,222,230
"gene-SAUSA300_RS14595",3786,4140,2532,2121,1527,1508
"gene-SAUSA300_RS14600",1702,1677,392,276,285,306
"gene-SAUSA300_RS14605",372,379,235,169,387,404
"gene-SAUSA300_RS14610",358,356,190,201,205,195
"gene-SAUSA300_RS14615",341,403,114,74,264,292
"gene-SAUSA300_RS14620",1016,1185,710,722,1087,1336
"gene-SAUSA300_RS14625",82,70,42,26,52,40
"gene-SAUSA300_RS14630",169,196,81,75,151,160
"gene-SAUSA300_RS14635",0,0,0,0,0,0
"gene-SAUSA300_RS14645",38,91,5,11,7,5
"gene-SAUSA300_RS14650",3,2,7,0,5,1
"gene-SAUSA300_RS14655",5788,6216,2178,1640,1356,1077
"gene-SAUSA300_RS14660",108,127,211,229,144,174
"gene-SAUSA300_RS14665",51,81,119,124,74,60
"gene-SAUSA300_RS14670",96,63,123,129,46,49
"gene-SAUSA300_RS14675",1369,1454,383,342,516,639
"gene-SAUSA300_RS14680",849,897,335,282,390,538
"gene-SAUSA300_RS14685",3440,3361,1515,1351,1980,1961
"gene-SAUSA300_RS14690",1674,1603,893,774,719,787
"gene-SAUSA300_RS14695",366,352,272,261,241,242
"gene-SAUSA300_RS14700",1288,1613,933,748,1154,1214
"gene-SAUSA300_RS14705",3760,4331,3390,3238,5369,5731
"gene-SAUSA300_RS14710",1587,1971,3107,4004,8496,10707
"gene-SAUSA300_RS14715",7523,10718,13827,15015,39666,49499
"gene-SAUSA300_RS14725",7161,9578,3279,3914,4407,6332
"gene-SAUSA300_RS14730",2271,2426,1389,1266,2924,3264
"gene-SAUSA300_RS14735",816,885,809,776,835,941
"gene-SAUSA300_RS14740",4768,5460,1583,1397,1535,1401
"gene-SAUSA300_RS14745",8166,8596,5639,5354,3795,4151
"gene-SAUSA300_RS14750",122312,136124,32481,34496,47587,51669
"gene-SAUSA300_RS14755",531,746,109,237,76,161
"gene-SAUSA300_RS14760",356,400,301,322,174,163
"gene-SAUSA300_RS14765",4309,4497,7451,7081,5263,5706
"gene-SAUSA300_RS14770",3900,6617,1059,1177,1116,1247
"gene-SAUSA300_RS14775",408,392,231,168,258,198
"gene-SAUSA300_RS14780",483,961,218,330,581,796
"gene-SAUSA300_RS14785",10463,12683,5061,5624,6517,8475
"gene-SAUSA300_RS14790",347,431,213,147,282,360
"gene-SAUSA300_RS14795",583,508,193,299,349,418
"gene-SAUSA300_RS14800",986,1058,515,654,889,953
"gene-SAUSA300_RS14805",4329,4971,2381,2446,3983,4571
"gene-SAUSA300_RS14810",1766,1991,1455,1441,2218,2540
"gene-SAUSA300_RS14815",1831,1634,1173,1043,1920,2107
"gene-SAUSA300_RS14820",377,512,314,379,409,511
"gene-SAUSA300_RS14825",4193,4956,2875,3348,4785,5414
"gene-SAUSA300_RS14830",285,351,161,225,255,338
"gene-SAUSA300_RS14835",3477,4294,2423,2951,3984,4805
"gene-SAUSA300_RS14840",4462,5504,2754,2783,4091,4573
"gene-SAUSA300_RS14845",608,801,433,541,649,874
"gene-SAUSA300_RS14855",1102,1060,1079,1014,818,789
