"gene_id","camSd69_rep1","camSd69_rep2","camSd69_rep3","camSKI_rep1","camSKI_rep2","camSKI_rep3","LAC_wt_rep1","LAC_wt_rep2","LAC_wt_rep3","LAC_ΔcamS_rep1","LAC_ΔcamS_rep2","LAC_ΔcamS_rep3"
"SAUSA300_RS07050",569,952,676,578,737,539,393,716,632,528,694,772
"SAUSA300_RS07055",7465,7557,8041,6351,8807,5477,5575,9067,6077,6751,5862,8602
"SAUSA300_RS07060",29097,31821,31116,25509,34905,22790,21211,35378,27214,30233,26985,33766
"SAUSA300_RS15330",4,2,0,0,0,1,0,1,5,0,2,5
"brnQ_3",773,692,625,348,468,246,353,491,312,618,647,709
"SAUSA300_RS07080",1897,1846,1646,1011,1437,863,1136,1534,1114,1754,1568,1966
"SAUSA300_RS07085",446,416,386,210,284,180,196,320,234,344,305,442
"SAUSA300_RS07090",3263,3107,3685,2205,3414,2232,2262,3540,2821,2447,2834,3417
"SAUSA300_RS07095",17029,16610,17597,12917,18152,11880,12317,18697,14308,12976,15064,16142
"sucB",145005,162644,151352,113290,127371,98814,95549,145204,145295,132003,133593,159212
"SAUSA300_RS07105",297006,316720,311265,238488,268768,210805,220828,300109,259967,273071,280481,333580
"arlS",4506,4379,5480,3893,5779,3553,4053,6022,4468,3538,4243,5573
"arlR",3726,4143,4262,3811,5166,3477,3350,5596,4506,2809,3618,4340
"SAUSA300_RS07120",0,0,0,0,0,4,0,0,0,0,0,2
"SAUSA300_RS07125",4,2,9,3,10,6,7,7,0,2,1,7
"tnpA_2",1632,1821,2018,1067,1193,1011,843,1601,1437,1494,1343,1659
"SAUSA300_RS07135",5132,5974,5988,4412,5549,4082,4006,6001,5602,4682,5275,6523
"SAUSA300_RS07140",2489,2572,2966,1849,2753,1839,1864,3021,2568,2244,2420,3205
"SAUSA300_RS07145",366,405,486,307,452,315,313,549,509,371,439,457
"SAUSA300_RS07150",3960,3849,4053,2640,3975,2355,2404,3689,2542,3887,3585,4174
"SAUSA300_RS07160",1003,908,1178,626,1071,612,550,1255,845,966,918,1291
"SAUSA300_RS07165",10111,10698,12088,8160,10909,6941,8245,11354,8978,9468,10876,12797
"msrB",4089,4439,4959,2823,4143,2688,3100,4216,3486,3765,3806,5225
"msrA_2",9914,11839,12201,8415,10035,7326,7353,10656,11291,8410,10966,12635
"fakB2",7926,7463,9643,5386,7575,5586,5521,8576,6623,6708,6554,10227
"SAUSA300_RS07185",5314,6868,7045,4715,5430,4406,3981,6136,6347,4547,5591,7098
"SAUSA300_RS07190",5108,4941,7405,4395,5619,4475,3890,5907,4504,3959,4564,7285
"SAUSA300_RS07195",4787,5078,5766,4576,6014,3965,3977,6305,5443,4759,4720,5713
"SAUSA300_RS07200",15898,14966,16562,14585,19230,13102,13010,20416,16825,15325,14239,17924
"SAUSA300_RS07205",1478,1494,1584,1307,1844,1226,802,1861,1636,1268,1246,1620
"SAUSA300_RS07210",27,35,38,41,30,27,5,40,99,33,39,44
"SAUSA300_RS07215",363,268,401,222,228,153,152,250,125,255,236,384
"SAUSA300_RS07230",37,14,33,35,26,28,26,30,16,32,29,27
"ebh",21041,19632,21230,19021,21006,15463,17714,22986,19964,18751,18286,24085
"norB",202,202,184,175,208,128,140,193,176,158,179,221
"SAUSA300_RS07245",347,391,284,240,254,188,218,290,212,293,326,340
"tdcB",146,191,136,89,83,76,97,141,79,83,140,154
"ald_1",101,113,76,38,89,54,60,50,54,70,92,106
"SAUSA300_RS07260",4023,4556,3900,3242,4346,2854,2797,5161,4059,3871,3951,4506
"SAUSA300_RS07265",9613,10012,9946,7583,11056,7230,7236,12708,8604,8902,8769,11130
"SAUSA300_RS07270",827,697,1058,568,552,552,527,670,600,541,733,983
"SAUSA300_RS07280",377,367,390,197,240,170,149,343,220,319,321,437
"SAUSA300_RS07285",1221,1314,1415,840,1231,869,803,1375,948,1166,1276,1683
"gpsB",9132,10063,9816,6858,9076,6446,6088,10074,6649,8167,8544,10006
"SAUSA300_RS07295",7416,8070,8261,5109,6724,4935,4671,7789,6732,6035,7133,8065
"SAUSA300_RS07300",1132,1045,1047,749,936,846,760,1108,680,850,831,1138
"SAUSA300_RS07305",0,0,0,0,0,0,0,0,0,0,0,0
"recU",9130,8752,11108,8350,10190,7538,8502,11599,8800,9250,9053,11770
"SAUSA300_RS07315",57182,53847,66208,49536,62808,43958,48859,69994,52300,55355,55619,70692
"SAUSA300_RS07320",891,862,970,574,795,469,630,835,370,770,698,1043
"nth",3576,3794,3671,2581,3754,2321,2303,3640,3363,3288,3323,3905
"SAUSA300_RS07330",1487,1545,1526,1156,1557,1129,1113,1532,1428,1292,1240,1601
"asnS",10036,10325,11847,7313,9852,6897,7168,10858,8830,9738,12202,13270
"SAUSA300_RS07340",8814,8408,8945,5126,8248,4734,5595,9565,5819,8164,8121,9591
"SAUSA300_RS07345",2306,2532,2356,1574,2164,1494,1359,2466,1987,1935,2259,2640
"SAUSA300_RS07350",3231,3260,3566,1971,2459,1767,1874,2906,2405,2957,3388,4027
"bshA",3139,2971,3361,2088,2561,1934,1973,2598,2357,2501,2831,3436
"SAUSA300_RS07360",172,165,146,91,108,103,40,127,126,104,144,170
"SAUSA300_RS07365",104322,108805,121799,87081,120448,73623,79769,126336,96160,98423,104653,113082
"SAUSA300_RS07370",678,524,528,416,612,378,427,713,413,569,525,691
"SAUSA300_RS07375",511,489,610,406,550,370,502,644,428,482,421,640
"SAUSA300_RS07380",3507,3247,3807,2264,3157,2053,2270,3571,2880,3198,3180,4134
"aroA",3892,4032,4190,2676,3428,2309,2739,3950,3048,3470,4101,4884
"aroB",1475,1421,1605,924,1377,910,971,1544,1059,1453,1595,1956
"aroC",1816,1863,1887,1274,1624,1176,1311,2016,1465,1720,1774,2114
"SAUSA300_RS07400",0,2,2,0,1,1,1,1,0,0,1,1
"ndk",1415,1478,1361,881,1308,705,1037,1304,1206,1309,1438,1418
"SAUSA300_RS07410",5064,6288,4945,3497,5045,3263,3853,5905,4366,4608,6075,5422
"SAUSA300_RS07415",4121,4662,4148,3521,4903,3122,3398,5458,4306,3565,4615,4472
"SAUSA300_RS07420",1423,1275,1272,1184,1757,1007,1345,1953,1099,1194,1172,1411
"SAUSA300_RS07430",63769,59281,72189,53212,67041,51523,51038,86080,84248,54069,53962,73880
"SAUSA300_RS07435",8642,8058,9355,6218,7621,5390,6033,8316,7158,7466,8428,9235
"der",7201,6411,7209,4911,6254,4799,4819,6397,6107,5632,6536,7469
"rpsA",78949,71822,82259,70638,106948,60969,62040,101432,76013,71302,66340,78513
"SAUSA300_RS07450",0,0,2,0,0,0,0,0,0,4,1,0
"SAUSA300_RS07460",0,0,0,0,2,0,0,0,0,0,0,0
"cmk",1378,1619,1471,1249,1733,1138,1089,1790,1374,1292,1604,1540
"SAUSA300_RS07470",697,702,766,615,921,559,580,1027,731,653,803,761
"SAUSA300_RS07475",1788,1763,2204,1236,1531,1286,1131,1729,1480,1670,1834,2210
"SAUSA300_RS07480",0,0,0,0,0,0,0,0,0,0,0,0
"ebpS",103970,111232,119979,94676,122168,82318,66841,123288,108396,85921,96629,114713
"SAUSA300_RS07490",12412,13857,14664,11155,15112,10909,9631,16474,13073,11207,11790,16271
"SAUSA300_RS07495",2840,3001,2868,1805,2635,1831,1822,2881,1549,2765,2373,3354
"SAUSA300_RS07500",461,690,589,398,500,337,332,519,424,484,575,643
"SAUSA300_RS07505",3183,3376,3909,2941,4529,2801,3287,4048,2597,3278,3461,3965
"SAUSA300_RS07510",5,6,6,0,4,0,0,1,0,1,4,6
"SAUSA300_RS07515",299,245,282,245,319,219,183,369,261,248,228,255
"SAUSA300_RS07520",7,6,7,9,13,6,9,7,7,2,5,1
"SAUSA300_RS07525",12,12,10,9,15,5,3,21,11,6,14,12
"SAUSA300_RS07530",9,8,7,0,7,9,9,6,1,5,2,7
"SAUSA300_RS07535",3,4,0,2,2,0,1,0,2,0,1,1
"lukF-PV",2939,2638,2631,1076,1269,1104,1193,1609,1346,1775,2097,2633
"lukS-PV",2158,2300,2143,852,874,845,870,1245,1160,1259,1638,2072
"SAUSA300_RS07550",60,88,104,75,83,61,62,113,83,79,83,101
"SAUSA300_RS07555",3,4,7,3,3,5,4,4,7,2,2,6
"SAUSA300_RS07560",9,9,19,12,12,15,8,3,17,4,13,17
"SAUSA300_RS07565",1,0,0,0,0,0,0,0,1,0,0,0
"SAUSA300_RS07570",13,10,16,17,16,10,13,23,19,18,13,18
"SAUSA300_RS07575",50,40,66,66,73,59,75,104,86,54,49,72
"SAUSA300_RS07580",289,360,420,387,391,306,298,448,357,232,344,421
"SAUSA300_RS07585",19,12,22,14,14,11,4,18,27,10,9,14
"SAUSA300_RS07590",121,143,202,130,222,173,101,220,204,96,128,215
"SAUSA300_RS07595",57,90,128,77,146,85,56,136,139,53,76,115
"SAUSA300_RS07600",1562,1729,1805,1942,2311,1727,1459,2499,2521,1297,1550,1987
"SAUSA300_RS07605",0,0,0,0,0,0,1,0,0,0,0,0
"SAUSA300_RS07610",3,5,7,7,5,6,3,2,9,7,12,3
"SAUSA300_RS07615",248,278,292,291,427,303,236,437,417,210,306,320
"SAUSA300_RS07620",73,98,124,96,156,80,79,134,165,68,101,105
"SAUSA300_RS07625",10,7,11,3,6,8,7,6,13,10,4,9
"SAUSA300_RS07630",21,26,20,17,31,18,34,26,45,39,23,39
"SAUSA300_RS07635",9,4,10,4,10,8,9,11,11,4,7,6
"SAUSA300_RS07640",8,10,24,6,10,17,17,5,19,9,11,21
"SAUSA300_RS07645",122,177,204,141,163,153,168,210,229,153,153,193
"SAUSA300_RS07650",45,46,51,34,32,49,34,72,78,46,33,56
"SAUSA300_RS07655",280,209,301,276,372,224,207,421,344,218,212,314
"SAUSA300_RS07660",143,183,221,171,213,134,157,258,258,145,159,206
"SAUSA300_RS07665",1,2,2,1,2,1,1,3,1,5,4,4
"SAUSA300_RS07670",0,0,1,0,0,0,2,0,0,2,1,0
"SAUSA300_RS07675",71,87,137,77,86,55,61,100,135,71,65,107
"SAUSA300_RS07680",553,615,836,524,751,588,441,841,950,514,494,838
"SAUSA300_RS07685",56,78,108,84,74,62,51,90,114,56,53,90
"SAUSA300_RS07690",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS07695",446,453,806,473,637,554,448,760,775,376,415,793
"SAUSA300_RS07700",11,4,13,7,7,5,4,8,7,5,1,12
"SAUSA300_RS07705",10,0,7,0,4,18,5,23,13,7,4,14
"SAUSA300_RS07710",31,19,81,43,58,64,71,62,68,16,23,70
"SAUSA300_RS07715",21,12,47,26,23,27,20,25,46,23,22,56
"SAUSA300_RS07720",23,29,66,28,19,27,19,36,53,18,26,46
"SAUSA300_RS07725",6,4,6,7,1,5,2,3,7,1,2,9
"SAUSA300_RS07730",29,16,79,26,29,41,39,53,72,28,33,69
"SAUSA300_RS07735",6,3,6,1,2,0,3,5,7,3,1,5
"SAUSA300_RS07740",6,12,33,24,17,10,12,19,19,6,9,29
"SAUSA300_RS07745",3,1,7,3,4,0,0,1,1,2,2,2
"SAUSA300_RS07750",21,12,54,17,28,20,15,34,47,15,10,40
"SAUSA300_RS07755",5,2,12,10,5,8,0,11,19,4,5,8
"SAUSA300_RS07760",0,2,8,5,2,0,1,12,11,3,0,7
"SAUSA300_RS07765",101,92,369,89,125,130,95,188,282,75,79,293
"SAUSA300_RS07770",32,30,172,45,33,60,62,91,131,23,44,162
"SAUSA300_RS07775",68,53,332,69,73,111,72,153,191,64,40,216
"SAUSA300_RS07780",8,16,52,14,9,16,22,14,49,10,6,42
"SAUSA300_RS07785",7,8,49,2,11,14,11,20,33,5,3,45
"SAUSA300_RS07790",7,1,59,6,9,12,5,14,25,2,11,36
"SAUSA300_RS07795",5,3,6,2,0,6,1,4,0,0,1,13
"SAUSA300_RS07800",0,0,3,0,0,0,3,0,3,0,0,1
"SAUSA300_RS07805",5,17,64,23,14,24,13,23,41,6,9,69
"SAUSA300_RS07810",7,3,33,1,2,15,7,19,18,3,5,28
"SAUSA300_RS07815",391,286,378,200,409,229,255,462,167,308,256,361
"SAUSA300_RS15875",0,0,48,0,0,15,6,0,12,0,7,38
"SAUSA300_RS07820",4,1,3,5,0,1,0,6,0,1,1,4
"SAUSA300_RS07825",587,1038,601,414,697,338,392,831,735,624,662,697
"SAUSA300_RS07830",926,1287,914,580,1135,420,642,1207,843,998,1149,1147
"SAUSA300_RS07835",941,1128,1128,739,1224,692,550,1395,1095,918,952,1243
"SAUSA300_RS07840",2560,3369,3231,2085,3102,1837,1880,3241,3266,2815,2602,3569
"SAUSA300_RS07845",159,247,194,104,146,101,63,196,208,148,163,212
"SAUSA300_RS07850",5731,5945,6115,5079,6102,3740,5105,6949,4599,5535,4873,5914
"SAUSA300_RS07855",1003,1205,1564,822,1044,726,730,1117,1090,948,769,1600
"SAUSA300_RS15950",1652,1918,1627,1126,1688,991,1321,2248,1110,1334,1323,1671
"SAUSA300_RS07865",452,654,435,396,613,306,518,784,457,465,435,501
"srrB",3874,4566,4572,3186,3844,2698,2679,4684,4045,3753,4071,4977
"srrA",11503,11911,11917,8261,10114,7055,7970,11938,9437,9394,11641,12420
"SAUSA300_RS07880",3007,3723,3419,2348,2995,2055,1841,3576,3469,2599,3417,3506
"scpB",3882,4569,4143,3502,4398,3089,2923,4635,3763,3590,4066,4441
"SAUSA300_RS07890",3356,3907,3844,3115,3927,2941,2748,4469,3610,2991,3354,3642
"SAUSA300_RS07895",201,197,144,185,274,161,182,261,198,214,200,187
"xerD",2624,2574,2683,1951,2448,1743,1819,2944,2328,2314,2572,3065
"SAUSA300_RS07905",4912,4580,5189,3678,4615,3332,3411,5292,4172,4246,4343,5255
"SAUSA300_RS07910",911,955,1011,786,1029,711,644,1190,1025,840,896,1029
"SAUSA300_RS07915",7130,6716,7432,6399,8537,5867,5988,9532,7266,6374,6794,7797
"SAUSA300_RS07920",235,271,219,213,353,204,202,409,204,292,284,267
"SAUSA300_RS07925",761,876,676,716,985,564,814,1106,769,688,850,813
"proC",6873,6851,6982,5364,7691,4634,5598,8048,6102,6119,6434,7553
"rnz",734,882,878,651,931,542,686,878,657,758,876,976
"zwf",20033,18745,18803,18037,25250,14898,18116,25984,19005,19215,17676,19299
"SAUSA300_RS07945",16160,15576,15292,12746,18075,11102,12478,18688,13967,15423,14998,15892
"SAUSA300_RS07950",6607,6742,7006,4796,6267,4338,4894,7252,6421,6279,6215,7727
"SAUSA300_RS07955",937,1074,1128,733,1086,668,762,1182,890,956,875,1239
"SAUSA300_RS07960",1,0,0,0,4,3,0,4,4,2,8,2
"SAUSA300_RS07965",4011,3316,4020,3890,5606,3556,3305,5555,4200,3762,3635,3767
"gndA",35455,35035,38393,31191,41597,27822,28128,44641,38854,32234,36015,39265
"SAUSA300_RS07975",9665,10349,8957,9407,11858,8105,7803,12005,10268,8298,9429,9368
"prli42",2,3,6,6,5,5,5,10,4,7,0,5
"SAUSA300_RS07985",2486,2295,2637,1988,2890,1874,1837,3299,2429,2298,2249,2661
"SAUSA300_RS07990",1433,1442,1592,1628,2083,1550,1460,2091,1790,1316,1540,1480
"SAUSA300_RS07995",30333,28540,35994,19827,23969,18516,19151,27392,23515,25207,27634,37346
"SAUSA300_RS08000",17000,16692,19656,10435,12765,10163,10005,14643,14360,13565,16145,21080
"SAUSA300_RS08005",14682,15180,18553,10118,12605,9581,9303,13605,14161,11686,14637,19142
"lpdA_2",9957,10935,13468,6798,9156,6626,6406,9796,9294,8363,9854,13541
"recN",10279,11352,12938,7213,10565,6756,7095,11999,8887,7948,9340,12968
"argR",1019,951,1100,645,1138,595,731,1225,786,792,776,1209
"SAUSA300_RS08025",9536,12486,9441,7413,9700,6070,6298,10883,8260,8827,10945,10684
"SAUSA300_RS08030",1115,1103,1067,770,1172,693,690,1373,846,963,968,1359
"xseA",9327,9731,9116,6726,9490,6123,6838,10465,7055,8331,8404,10449
"nusB",4704,4772,4643,3929,5123,3327,3791,5664,4657,4335,4333,5424
"SAUSA300_RS08045",3888,4104,4184,3743,4664,2922,3508,5116,3252,3643,3653,4225
"accC",11468,12949,12461,10546,12146,9342,9034,13427,9638,10617,13452,14301
"accB",2790,2972,2803,2238,2673,2116,1970,2678,2293,2400,3240,3315
"SAUSA300_RS08060",5183,5609,6340,5429,7306,4722,5175,7934,6795,5426,4678,6638
"SAUSA300_RS08065",6302,7122,7406,6659,8745,5941,5387,9360,8773,6652,5925,7959
"SAUSA300_RS08070",3092,2884,3953,2291,3578,2352,1905,4426,2514,3128,1989,3579
"SAUSA300_RS08075",792,641,1208,999,1693,1172,986,1622,1120,623,416,972
"SAUSA300_RS08080",706,884,928,1477,1833,1219,1204,2083,1755,595,601,628
"SAUSA300_RS08085",1011,1118,1291,1070,1454,978,849,1658,1156,866,925,1274
"SAUSA300_RS08090",40,30,47,43,62,39,28,48,43,36,37,38
"SAUSA300_RS08095",444,389,463,413,541,462,364,599,573,341,328,477
"SAUSA300_RS08100",157,155,216,227,229,197,184,230,189,169,142,176
"SAUSA300_RS08105",57,105,76,69,78,79,44,107,110,76,84,86
"SAUSA300_RS08110",50,42,47,52,53,30,39,65,30,75,40,57
"SAUSA300_RS08115",145,150,149,153,199,165,149,194,176,134,153,137
"SAUSA300_RS08120",37,47,57,57,41,34,45,71,50,33,23,50
"SAUSA300_RS08125",84,80,79,65,82,61,70,103,100,75,87,95
"SAUSA300_RS08130",11,7,14,8,6,4,18,7,5,10,5,6
"efp",16012,13851,21544,14455,18893,14226,12534,22313,20893,13097,13527,19766
"SAUSA300_RS08140",6355,7321,7023,4063,5335,3820,3289,5764,4657,5650,6792,7752
"SAUSA300_RS08145",1231,1139,1269,744,1219,677,782,1306,694,966,913,1199
"SAUSA300_RS08150",474,515,536,265,492,291,272,530,254,426,371,438
"SAUSA300_RS08155",7849,9375,8038,6861,9769,5944,6031,10440,8713,7573,8352,7825
"SAUSA300_RS08160",2100,2520,2201,1996,2840,1745,1611,3192,2627,2008,2342,2356
"gcvPB",3536,3761,4331,2754,3807,2631,2512,3987,3602,3633,3692,4582
"gcvPA",3441,3542,3995,2905,3583,2826,2368,3460,3098,3221,3587,4224
"gcvT",817,802,863,721,883,722,543,887,816,718,743,896
"SAUSA300_RS08180",418,392,429,307,504,316,332,571,374,369,409,430
"SAUSA300_RS08185",0,0,0,0,0,0,0,0,0,1,0,2
"SAUSA300_RS08190",47,46,51,15,37,10,30,50,28,26,31,44
"SAUSA300_RS08195",27,48,45,10,21,23,21,40,29,28,27,46
"SAUSA300_RS08200",33,47,57,14,41,36,33,40,15,17,20,30
"SAUSA300_RS08205",20,20,24,19,26,13,12,20,21,13,18,29
"SAUSA300_RS08210",51,34,56,42,47,21,45,48,28,44,36,62
"SAUSA300_RS08215",67,75,99,48,75,56,61,95,91,38,64,98
"SAUSA300_RS08220",8705,9931,11942,6477,8436,5996,6782,9838,8158,7918,9213,12156
"SAUSA300_RS08225",3390,3724,4343,2242,3125,2458,2540,3610,2662,3004,3385,4785
"SAUSA300_RS08230",7974,9386,10452,6192,7300,5986,5372,8367,7329,6913,8069,10807
"SAUSA300_RS08235",778,606,943,431,677,458,461,777,390,610,473,915
"SAUSA300_RS08240",8504,8329,9841,6423,7742,5955,5782,8821,5579,7063,6989,9596
"SAUSA300_RS08245",3253,3542,3739,2316,3082,1957,2028,3336,2617,2665,2942,3602
"rpmG_3",145,179,221,139,224,162,62,253,175,152,182,244
"SAUSA300_RS08255",13627,15357,16773,14007,17894,12795,11657,18010,14556,13566,14671,18322
"SAUSA300_RS08260",34110,38458,41903,38841,46494,35404,30978,53445,54605,29537,31200,41333
"SAUSA300_RS08265",137,128,111,75,95,95,78,151,79,123,122,187
"SAUSA300_RS08270",733,701,730,455,624,443,489,679,535,625,661,803
"SAUSA300_RS08275",488,433,528,341,452,325,364,511,335,472,485,521
"SAUSA300_RS08280",5786,5924,7201,4331,5260,4044,3489,5621,5059,5484,6063,7707
"SAUSA300_RS08285",6369,6602,7701,4731,6019,4572,4014,6447,5817,5550,6436,8046
"SAUSA300_RS08290",4633,4468,4812,3868,5439,3517,3198,6030,4756,4394,4023,5292
"SAUSA300_RS08295",1124,1091,1134,793,1144,651,785,1374,806,1048,826,1329
"rpoD",26544,25390,29633,20951,28235,18710,20029,30023,22755,23978,23422,30554
"dnaG",18747,20208,20803,14901,18325,12703,12777,18339,14377,17316,16072,22307
"SAUSA300_RS08310",4365,4808,4558,3899,4945,3309,3688,5604,4598,3976,4943,4788
"SAUSA300_RS08315",1658,1784,1553,1580,2150,1434,1391,2197,2307,1384,1889,1656
"SAUSA300_RS08320",20589,19806,24120,23444,34037,20735,22841,41798,27558,22120,17416,25819
"recO",4340,4939,5268,4192,5907,3913,3563,6473,5361,4010,4292,5491
"era",8113,9592,9856,8420,11045,7928,7258,12259,11325,7526,8006,9934
"cdd",2676,2966,3463,3182,3946,2818,2727,4617,4459,2456,2608,3491
"SAUSA300_RS08340",1273,1170,1302,1167,1673,945,1192,1675,1250,982,902,1241
"ybeY",3510,3991,3944,4154,5199,3835,3640,5514,5626,3152,3084,3833
"SAUSA300_RS08350",4809,5710,5745,6490,7949,5796,4913,8317,9043,4070,4244,4896
"SAUSA300_RS08355",59500,57760,64702,40896,45610,37761,33166,52167,46494,51174,52982,65212
"floA",83162,81085,88482,57849,64050,54721,53641,68604,60485,70122,72208,88347
"SAUSA300_RS08365",49187,44395,49991,33332,38031,30223,30620,41779,35090,41493,39341,49857
"rpsU",6865,6471,9005,4693,5702,3587,3780,6632,4760,7156,5504,9201
"mtaB",4595,4438,5349,3675,4892,3312,3622,4653,3850,4626,4337,6014
"SAUSA300_RS08380",1595,1852,1584,1217,1510,1068,1084,1449,1335,1479,1604,1769
"prmA",4081,4507,5167,2912,4028,2605,2398,4187,3506,4030,3709,5641
"dnaJ",3824,4878,4838,2839,3694,2502,2321,3743,3254,3850,3641,5022
"dnaK",58494,70173,79054,47099,69413,38954,36065,57020,49579,65496,53011,75542
"grpE",4496,5780,6306,3933,6570,3255,2543,5287,5525,5389,3692,6059
"hrcA",6366,7467,8295,5495,9458,4524,4568,7449,4390,7996,4521,8153
"hemW",180,228,217,148,167,130,160,160,201,174,218,259
"lepA",4342,4555,4527,2338,3300,2118,2371,3136,3075,3714,4424,5326
"rpsT",746,851,1270,502,721,416,508,825,573,733,928,1296
"holA",458,372,433,263,384,215,252,406,186,377,340,516
"SAUSA300_RS08435",636,531,602,303,474,310,332,546,316,506,510,656
"SAUSA300_RS08440",412,534,476,348,516,292,311,501,495,359,407,457
"SAUSA300_RS08445",145,165,142,94,165,81,111,167,100,145,130,182
"SAUSA300_RS08450",3162,2734,3350,2179,3458,2033,2280,3598,2073,2894,2622,3810
"rsfS",519,578,627,414,564,405,314,644,510,411,512,565
"yqeK",4084,4035,4552,3166,3980,2971,2852,4445,3387,3414,3487,4751
"nadD",2969,3095,3469,1846,2207,1706,1558,2551,2142,2429,3119,3897
"yhbY",521,504,690,279,424,305,250,507,339,424,471,687
"aroE",2175,2331,2532,1433,1768,1249,1384,1908,1501,1913,2101,3134
"yqeH",3353,3283,4338,2128,2600,1984,1831,2931,2646,3025,3253,5121
"SAUSA300_RS08485",1132,1436,1501,760,871,766,651,984,1003,1047,1110,1699
"mtnN",1446,1453,1827,936,1110,1009,877,1178,1286,1227,1309,1990
"SAUSA300_RS08500",147,90,133,97,165,86,107,163,64,125,90,124
"sel26",132,175,139,124,125,107,55,157,134,104,137,112
"SAUSA300_RS08510",260,182,213,121,212,108,150,212,148,192,199,201
"SAUSA300_RS08515",3511,3444,3626,2364,2727,1869,2359,3363,2194,3205,2756,3918
"pxpA",2251,2569,2509,1391,1538,1100,1178,1931,1658,2088,2106,2609
"SAUSA300_RS08525",3131,3675,3324,1753,1964,1513,1667,2653,1930,2789,3097,3738
"SAUSA300_RS08530",483,519,524,224,254,223,234,341,290,468,461,637
"SAUSA300_RS08535",2263,2725,2409,1321,1265,1058,1214,1632,1104,2378,2372,2830
"pxpB",1092,1255,1233,536,610,433,525,778,551,972,1216,1490
"greA",5127,4735,5396,2973,4179,2719,2659,4765,3721,4801,4408,5929
"udk",4928,5503,5547,3320,4172,2825,2990,4595,4223,4790,4767,6431
"SAUSA300_RS08555",5205,5110,5953,3229,4206,2991,3064,4732,4267,4818,5157,6911
"SAUSA300_RS08560",2944,3166,3225,2033,2513,1733,1812,2557,2363,2790,2970,3624
"SAUSA300_RS08565",436,473,412,242,361,263,291,387,322,411,421,460
"SAUSA300_RS08570",7538,7308,8651,6458,9706,5801,5850,11279,9010,7487,6512,8025
"ruvX",16736,19733,19122,21066,23816,15547,17553,24977,20254,18269,17992,18409
"SAUSA300_RS08580",4632,5187,5278,4692,6212,3930,3896,6738,6661,4559,4209,4935
"alaS",8600,7764,10418,6465,8676,6587,6193,9667,8949,7411,7988,11072
"SAUSA300_RS08590",8251,8639,8258,5750,7296,5021,5378,8483,6869,7242,7578,8651
"SAUSA300_RS08595",679,683,667,489,671,411,601,737,556,620,641,623
"mnmA",10814,10481,11294,8546,11011,7572,9203,12008,10348,10495,9514,12607
"SAUSA300_RS08605",6539,6869,6678,5990,7683,5333,5861,7792,6201,6173,5855,7315
"SAUSA300_RS08610",1674,1609,1406,1658,2586,1403,1745,2433,1580,1794,1500,1677
"SAUSA300_RS08615",439,287,651,227,642,283,132,795,295,342,215,435
"SAUSA300_RS08620",488,651,677,447,721,503,369,849,992,357,471,554
"SAUSA300_RS08625",516,657,606,414,560,358,364,693,612,505,619,590
"SAUSA300_RS08630",15891,17226,17904,18170,24082,15787,16591,25317,20224,16623,15830,17440
"SAUSA300_RS08635",1985,2126,2260,1436,1959,1383,1400,2017,1438,1982,1861,2573
"SAUSA300_RS08640",0,0,0,0,0,0,0,2,1,0,2,2
"aspS",4671,4645,5248,3464,4298,3047,3252,5009,4538,4560,4876,6326
"hisS",1022,941,1062,653,896,635,617,1067,961,890,977,1233
"SAUSA300_RS08655",5201,6022,5326,5613,7278,4052,4724,8325,6226,5842,5289,5770
"dtd",5040,5227,5049,5244,6783,4263,4900,7779,5931,5457,4735,5702
"SAUSA300_RS08665",15356,16850,15405,15777,20056,12907,13686,21285,16169,16309,15510,17285
"SAUSA300_RS08670",1795,1920,2111,1314,1528,1090,1041,1868,1574,1794,1897,2443
"recJ",3530,3179,3739,2462,3218,2266,2455,3624,2683,3303,3065,4380
"secDF",12116,11734,12853,9235,12298,8092,8527,13556,10384,12001,11826,15040
"yajC",949,782,1321,518,823,604,464,943,839,844,815,1227
"tgt",11580,11977,14257,9115,10945,8543,7715,11144,9138,11513,11090,15186
"queA",4981,5534,5668,3213,4079,2928,2949,4225,3824,4553,4837,5918
"ruvB",7251,7992,8253,5130,6376,4516,4417,7261,5901,6612,8140,8886
"ruvA",2932,3441,3586,2060,2776,1986,1755,3081,2624,3021,3274,4061
"SAUSA300_RS08710",1625,1466,1972,1021,1397,1005,1017,1616,1373,1527,1542,2068
"obgE",5817,5767,7425,3865,4679,3965,3289,5119,4399,5053,5892,7501
"rpmA",8658,7847,10795,5187,6629,4793,4358,7710,6672,7448,8853,11253
"SAUSA300_RS08725",6267,6016,7604,3927,4496,3508,4271,5155,4227,5622,6725,8427
"rplU",7828,8191,9994,5071,5886,4702,4559,6699,5520,7188,9217,11271
"mreD",1042,923,1358,600,856,562,586,866,562,1084,919,1383
"mreC",3138,3924,4226,2333,2900,2289,1824,3086,2598,3305,3911,4762
"SAUSA300_RS08745",13,2,5,4,12,2,2,13,8,5,6,9
"SAUSA300_RS08750",740,1233,982,347,476,253,268,520,439,705,771,887
"SAUSA300_RS15375",49,52,50,23,38,17,15,41,15,63,46,65
"SAUSA300_RS08755",1031,912,1266,640,861,654,606,1015,768,947,916,1357
