"gene_id","camSd69_rep1","camSd69_rep2","camSd69_rep3","camSKI_rep1","camSKI_rep2","camSKI_rep3","LAC_wt_rep1","LAC_wt_rep2","LAC_wt_rep3","LAC_ΔcamS_rep1","LAC_ΔcamS_rep2","LAC_ΔcamS_rep3"
"sspC",2365,2162,2018,1728,1883,1662,2027,3074,1232,1642,1232,2371
"sspB",7388,5896,6880,6231,6764,5130,7484,9789,6685,5940,3796,7083
"sspA",6746,6118,6150,5584,5689,4511,6511,8906,6587,5154,3680,6579
"SAUSA300_RS05115",3985,3677,3604,2976,4016,2513,3165,4318,2997,3794,3383,4034
"SAUSA300_RS05120",1464,1262,1539,1452,2089,1076,1364,2072,771,1639,1200,1730
"SAUSA300_RS05125",659,591,552,370,577,300,438,609,513,545,625,531
"SAUSA300_RS05130",0,0,0,0,0,0,0,1,0,0,0,0
"SAUSA300_RS05135",96625,94770,109596,127256,171828,112785,138704,185592,138694,99181,102968,125577
"SAUSA300_RS05140",237,262,214,353,344,270,302,487,334,308,278,302
"SAUSA300_RS05145",2068,2017,1947,1818,2522,1494,1529,2780,2265,2082,1844,2203
"SAUSA300_RS05150",6185,6460,6137,6010,8181,4911,5844,8782,6381,6622,6112,7290
"fmtA",727,706,780,506,728,397,461,691,563,518,660,810
"qoxD",27646,20820,29800,18627,21899,18211,19260,30108,30013,18611,19676,33419
"qoxC",151224,124000,159855,110945,119956,108843,113153,162703,133411,138511,118067,180699
"qoxB",499564,503845,544150,400091,405350,385004,405812,538962,489657,442170,429259,624227
"qoxA",191379,189245,210970,161172,167902,154788,162959,227861,199424,166822,162966,239066
"SAUSA300_RS05180",0,0,0,0,0,0,0,0,0,0,0,1
"SAUSA300_RS05185",1808,2487,2115,1522,2024,1292,1559,2434,1638,1596,1781,2148
"folD",45468,50155,49628,64908,86200,58537,59086,86209,78074,49754,42646,51194
"purE",5738,6648,5646,16313,21379,16617,14994,24799,23384,6706,8136,7054
"purK",17564,19820,17280,40337,52748,39256,36852,61758,54710,21060,21972,22965
"SAUSA300_RS05205",6744,6427,6463,11438,15224,10612,11799,18902,15369,7447,6828,8472
"purS",4538,4558,4561,8493,10446,7654,7953,12244,11161,5060,4989,5496
"purQ",21941,24385,22057,43087,48511,38967,39730,56581,58085,23469,25797,28300
"purL",79619,77254,83116,144643,163446,138143,145182,190631,180349,81734,84328,104916
"purF",71810,67119,78590,127808,137764,121643,129807,161670,157998,74137,75884,96530
"purM",45322,46085,51068,82751,87987,79218,83326,104455,114838,46432,51115,62851
"purN",26018,26125,28101,45285,48837,43022,44103,58410,59789,26131,27637,35039
"purH",108664,103331,117377,184409,203631,180337,180430,234204,227307,109172,112790,142647
"purD",93860,83749,103480,152602,178428,148412,158951,205077,205607,95413,93836,120157
"SAUSA300_RS05250",317,259,286,187,217,148,173,282,159,222,228,324
"SAUSA300_RS05255",861,833,887,545,694,463,529,702,593,814,707,1021
"SAUSA300_RS05260",244,280,265,174,193,140,151,212,197,223,257,353
"graF",40,10,26,20,51,43,12,56,7,28,16,18
"SAUSA300_RS05275",10948,9721,13220,8234,11816,7071,7028,13312,8139,9796,9451,13792
"SAUSA300_RS05280",1596,1618,1917,1100,1423,1020,1094,1518,1161,1525,1498,1968
"SAUSA300_RS05285",10083,8964,11114,7989,9782,7209,8150,10932,9508,7085,7790,10511
"SAUSA300_RS05290",13436,11914,14566,10408,14240,9877,9646,15443,12320,11203,10794,15369
"ptsP",104480,98185,119769,83527,106599,74265,85095,122506,95608,93021,93648,127127
"nrdH",51,50,77,51,61,40,28,97,32,64,49,76
"SAUSA300_RS05305",2009,2213,2764,2598,2078,2334,1609,2218,1980,2057,1579,2362
"SAUSA300_RS05310",1537,1612,2033,1570,1294,1372,998,1432,1333,1573,986,1996
"SAUSA300_RS05315",2740,3105,3308,2904,3664,2541,2429,3722,3069,2274,2700,3265
"SAUSA300_RS05325",33498,35699,36980,23643,33327,20818,25283,38002,27434,32360,35997,42863
"SAUSA300_RS05330",2081,2868,2249,1444,1889,1224,1177,2010,2221,1720,2662,2354
"SAUSA300_RS05335",5,4,2,0,4,5,1,5,0,3,3,9
"def",1318,1187,1480,876,1278,775,862,1415,1159,1257,1330,1724
"SAUSA300_RS05345",5322,5318,6620,2520,3595,2418,2340,3536,3103,4319,4940,5639
"pdhA",63380,61988,89772,54226,63726,54290,51389,70680,68228,54855,66789,84512
"SAUSA300_RS05355",67132,68468,92964,55134,63811,55014,52403,71179,73529,58708,73736,90468
"SAUSA300_RS05360",109866,116693,156055,92096,102957,90526,85679,116766,125694,102342,127018,146795
"lpdA_1",122467,103035,163551,91277,114203,91392,93786,139333,128220,108874,118288,153444
"SAUSA300_RS05370",186,201,172,224,253,168,131,308,353,138,198,180
"SAUSA300_RS05375",184,242,260,80,94,58,63,97,133,148,209,260
"SAUSA300_RS05380",492,556,607,167,248,224,149,307,241,433,529,648
"SAUSA300_RS05385",289,266,372,113,153,139,114,231,136,251,332,442
"SAUSA300_RS05390",359,337,388,98,187,142,122,248,140,273,289,424
"SAUSA300_RS05395",3544,3896,4595,4375,5553,3899,3420,5482,4740,2577,3359,3834
"SAUSA300_RS05400",51316,52476,56083,44909,55597,37400,38470,62460,50259,45141,42351,55054
"SAUSA300_RS05405",1565,1390,1698,1030,1571,857,857,1947,999,1361,1112,1823
"SAUSA300_RS05410",4753,4878,3974,4931,8447,3602,4800,7454,4267,5853,3859,4480
"SAUSA300_RS05415",1175,1408,1021,867,1653,618,921,1631,1105,1084,1242,1032
"SAUSA300_RS05420",22303,25450,24333,18173,21543,15989,15331,23335,20618,18706,21645,23059
"SAUSA300_RS05425",450,328,624,133,368,192,210,487,209,347,275,496
"typA",5019,4816,5434,4252,5349,4067,3976,5468,4818,4599,4691,5598
"SAUSA300_RS05435",369,326,377,292,431,245,272,423,369,380,382,395
"SAUSA300_RS05440",2269,2318,2171,2247,3637,1874,2383,3493,2188,2317,2330,2364
"SAUSA300_RS05445",8771,9107,9380,5966,8848,5297,6525,9219,6617,8308,8497,9907
"ftsW",6172,5737,5782,5458,8300,4618,5080,8276,4590,6238,5188,6138
"SAUSA300_RS05455",41509,45057,48865,30203,45249,28833,30445,48345,41773,38940,40698,53747
"SAUSA300_RS05460",17871,17939,21164,17700,18235,16074,14882,21096,15877,15806,15151,20115
"cyoE",21514,23981,25572,19172,21349,16607,16833,25421,19515,22262,19819,26336
"SAUSA300_RS05470",8119,8537,9562,5272,6217,5089,4378,7917,5282,7700,6687,10096
"SAUSA300_RS05480",5316,6264,5883,5700,8521,5458,5818,9011,5789,5091,4905,5993
"SAUSA300_RS05485",1180,1485,1500,1345,1826,1217,1217,2120,1547,1160,1311,1455
"SAUSA300_RS05490",2589,2940,2993,2124,2684,1900,1890,3298,2464,2454,3004,3507
"SAUSA300_RS05495",108,104,104,77,117,85,66,92,73,95,98,100
"SAUSA300_RS05500",221,200,246,91,147,115,87,202,88,189,212,255
"rsmD",1493,1582,1385,1026,1319,835,991,1353,1144,1263,1463,1428
"coaD",1014,992,916,539,908,559,523,1104,714,920,854,990
"SAUSA300_RS05515",323,297,314,207,312,211,269,318,265,238,302,327
"SAUSA300_RS05520",4297,4310,5361,3025,4171,2927,2775,4677,3335,4389,5112,6113
"rpmF",192,308,333,132,189,115,92,249,252,209,223,314
"isdB",99,100,97,100,140,86,65,126,125,111,97,101
"isdA",421,434,356,109,220,119,112,217,133,324,428,479
"isdC",88,114,77,36,42,31,43,54,23,70,109,127
"isdD",53,49,58,16,36,18,21,40,25,45,51,55
"isdE",71,52,60,29,57,38,32,58,39,51,68,57
"isdF",186,187,186,138,263,153,134,291,248,158,180,231
"srtB",72,42,72,55,95,54,67,102,48,52,52,68
"isdG",66,99,69,36,80,48,37,90,67,72,68,82
"SAUSA300_RS05575",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS05580",1861,1738,1648,1331,1894,1179,1337,1997,1611,1622,1946,1802
"pheS",714,761,841,549,603,468,505,789,707,737,823,1022
"pheT",5425,5553,5790,3821,4634,3409,3601,5600,5135,4838,5553,6430
"rnhC",632,664,654,435,569,374,367,581,371,567,645,701
"zapA",583,674,656,510,592,435,396,676,598,548,668,635
"SAUSA300_RS05605",866,918,1141,644,955,555,644,992,520,844,844,1086
"polX",3534,3599,3971,2741,3053,2336,2340,3303,2777,3427,3230,4617
"SAUSA300_RS05615",10461,10692,12293,5966,7211,5753,5056,8002,8114,9568,10032,13687
"trxA",4416,4014,4705,3610,5285,3305,3125,5994,5438,4099,4264,4905
"SAUSA300_RS05625",0,0,0,0,0,0,0,0,0,0,0,0
"uvrC",4668,5151,6114,4755,6036,4685,3623,6553,5564,3832,4137,6225
"SAUSA300_RS05635",13306,13375,15718,12091,18560,11333,10857,16892,15976,14420,10953,17026
"sdhA",215624,230327,241780,201215,251228,169443,172035,231894,222028,224717,205627,251856
"sdhB",117941,115382,128523,96515,129706,84259,93860,125244,107940,119720,104375,132811
"racE",7630,8031,6408,9553,12933,8034,9406,13320,10460,7289,7161,7020
"SAUSA300_RS05655",5202,5123,4809,5986,8190,5104,5829,8980,7247,5182,4603,4903
"SAUSA300_RS05660",5080,5474,4756,5330,7372,4315,4865,8435,6342,5167,4565,4999
"SAUSA300_RS05665",1,2,0,0,6,0,0,3,0,0,1,0
"ecb",1513,1741,1501,596,803,463,732,979,923,1063,2214,1299
"SAUSA300_RS05675",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS05680",362,422,411,170,204,155,172,244,269,303,365,372
"SAUSA300_RS05685",174,186,192,52,64,29,77,72,32,105,188,166
"efb",4944,5706,4725,1705,2468,1755,1955,2758,2541,3895,6371,4827
"scb",3493,3582,3712,1261,2054,1332,1348,2147,1787,3043,4565,3564
"SAUSA300_RS05705",208,174,215,110,200,123,123,243,165,180,203,165
"SAUSA300_RS05715",591,665,666,558,768,436,532,942,399,549,562,646
"hyl",24791,20071,21853,3113,3612,2820,3658,3920,2636,11940,20310,22228
"SAUSA300_RS05725",3,4,2,1,0,0,0,0,0,2,0,2
"SAUSA300_RS05730",130,78,112,33,76,24,31,91,39,86,86,95
"SAUSA300_RS05740",171,132,133,91,129,106,82,116,48,103,134,176
"SAUSA300_RS05745",66,69,101,42,43,36,41,47,54,61,49,75
"SAUSA300_RS05750",74,64,58,39,42,49,40,53,39,51,37,58
"argF_2",397,508,573,355,493,298,292,433,394,396,410,550
"arcC_2",578,591,662,437,595,412,390,601,523,559,552,744
"SAUSA300_RS05765",2678,3096,3990,3549,4399,3386,2756,4503,3856,2522,2646,3967
"SAUSA300_RS05770",662,509,578,207,416,178,251,464,146,552,575,585
"SAUSA300_RS05775",1055,1026,1054,1123,1192,928,986,1421,812,873,693,1024
"SAUSA300_RS05780",12,24,16,9,12,6,6,32,8,21,28,21
"SAUSA300_RS05790",197,244,363,83,78,86,40,121,168,141,157,332
"SAUSA300_RS05795",243,233,537,151,189,134,52,136,115,214,230,504
"SAUSA300_RS05800",892,754,835,895,1050,773,754,1134,809,755,582,882
"SAUSA300_RS05805",13085,16402,17643,23651,30747,19860,20217,29722,31105,14169,11742,13880
"bshC",4698,5327,4880,4005,4680,3203,3131,5144,5076,4149,4296,5091
"mraZ",7029,8182,10885,7777,9647,5713,8332,10849,9993,6315,7421,10508
"rsmH",11110,13376,16591,8634,12006,6995,9573,13725,14787,9264,11783,16366
"ftsL",3116,3776,4355,1581,2657,1356,2095,3277,2439,2826,3121,4564
"SAUSA300_RS05830",8997,9036,12344,8091,9473,6222,8081,10848,10194,9076,8533,13838
"mraY",1301,1343,1686,812,1200,657,910,1505,1092,1279,1373,2045
"murD",4021,4616,5651,3013,3742,2637,3066,4572,4035,3573,4043,6078
"SAUSA300_RS05845",6795,7641,8402,6327,7874,5648,5235,8748,8059,6952,6962,9866
"ftsA",44332,46405,54866,39419,52212,37946,35346,58671,47255,42941,42782,58596
"ftsZ",68596,71454,85471,70941,96169,65271,63346,103062,86379,68410,71258,93624
"pgeF",1390,1231,1132,1193,1449,928,1079,1495,1140,1280,1196,1283
"SAUSA300_RS05865",8405,9520,8489,7127,8623,5601,6932,9182,7515,8320,8583,9506
"SAUSA300_RS05870",17905,18240,18259,13656,16043,10535,12549,17458,13503,16523,17698,20785
"SAUSA300_RS05875",2387,1981,2458,1412,2091,1163,1847,2459,983,1721,1765,2792
"SAUSA300_RS05880",400,509,430,290,413,300,328,459,507,275,386,361
"SAUSA300_RS05885",4259,4755,3544,4196,4983,3503,4533,5142,3532,3775,4445,3697
"ileS",4877,4729,5288,3598,4857,3231,3714,5196,4333,4815,5236,6314
"SAUSA300_RS05895",985,1038,928,672,1042,624,710,1039,902,919,930,1017
"SAUSA300_RS05900",1,2,1,0,0,0,0,0,0,0,0,0
"lspA",1797,1694,1994,1143,1516,1121,1135,1624,999,1620,1708,2114
"SAUSA300_RS05910",8326,8439,9617,6119,7231,5521,5114,7692,6636,8211,8057,10774
"pyrR",793,946,876,457,791,455,527,872,616,654,939,1012
"SAUSA300_RS05920",458,463,493,372,495,358,406,491,487,395,457,526
"SAUSA300_RS05925",426,420,528,358,585,426,337,598,500,357,449,515
"SAUSA300_RS05930",1175,1170,1285,1238,1410,1120,1132,1551,1536,926,1218,1370
"SAUSA300_RS05935",934,907,996,949,1060,898,970,1243,1084,742,880,1112
"carB",3173,3036,3585,3104,3736,2884,2933,3953,3646,2534,3195,3602
"pyrF",502,438,586,523,737,574,486,753,661,463,492,616
"pyrE",301,298,359,278,403,324,315,443,408,267,236,395
"SAUSA300_RS05955",77,64,51,53,54,35,31,96,70,58,63,73
"SAUSA300_RS05960",9195,8721,9090,8174,9849,7307,7103,10309,8815,8086,7306,9007
"SAUSA300_RS05965",3746,3958,3746,2635,3646,2297,2453,3654,2714,3646,3862,4148
"gmk",8418,9778,8078,7695,11251,6796,6801,11482,9563,8498,8634,8636
"rpoZ",1596,1385,1657,1105,1751,1144,1124,1850,1752,1593,1523,1730
"coaBC",3155,3579,3118,3180,4198,2736,3026,4090,3820,3134,3234,3328
"priA",19400,20110,17522,18068,23493,14759,16444,25044,20369,19682,18996,19863
"SAUSA300_RS05990",290,402,274,214,308,150,257,397,207,332,332,271
"SAUSA300_RS05995",5245,4957,8650,4290,6744,4367,3532,7605,5981,4582,3961,6258
"SAUSA300_RS06000",1853,1902,2057,1294,1375,1054,1101,1721,1479,1426,2055,2315
"fmt",4733,5077,5481,3144,3480,2840,2520,4093,4340,4015,5355,5889
"rsmB",10909,11152,12551,7271,8286,6273,6899,9916,7574,9853,11721,14735
"rlmN",9948,9883,10549,6173,7353,5192,5740,8922,7264,8846,9830,12398
"SAUSA300_RS06020",4799,4878,5229,3119,4000,2767,3158,4638,3857,4519,5230,5940
"pknB",17648,16932,18417,11180,14239,9699,10646,16206,13448,16421,17361,21268
"rsgA",1728,1683,1768,1695,2301,1593,1627,2162,1504,1690,1573,1730
"rpe",2519,2406,2412,1739,2340,1613,1623,2569,2186,2162,2192,2626
"SAUSA300_RS06040",3775,3343,3989,2723,3583,2331,2752,3904,3106,3298,3420,4219
"rpmB",44250,35436,64216,29965,40719,29311,30470,49630,33743,42848,36632,59605
"SAUSA300_RS06050",1705,1664,1902,1560,1879,1582,1548,1900,1582,1428,1614,1888
"fakA",5674,5336,7344,4692,5754,4921,4534,6365,5504,4909,5497,7459
"recG",5660,5326,5284,4973,6599,4446,4870,7398,6238,5393,5106,6052
"fapR",4436,4334,4894,3081,3790,2893,2731,4447,3539,4097,4046,5478
"plsX",12843,13721,14890,10567,11588,9194,8468,13047,11339,11693,13245,16042
"fabD",14122,13542,16042,11042,12911,9678,9713,14822,12030,13210,13272,16978
"fabG",15668,15322,17696,12401,14235,10671,10922,15960,14086,13549,15401,18165
"SAUSA300_RS06090",7683,6021,10638,4671,6426,5343,3970,7959,7413,7012,6140,10063
"rnc",203,261,219,217,252,169,135,285,224,202,219,228
"smc",8142,8911,8793,6825,8880,5798,6043,9764,8679,7258,7918,8821
"ftsY",13870,14026,15021,9980,11352,9269,9077,12810,13323,12038,13792,14984
"SAUSA300_RS06110",1065,847,1117,446,752,533,526,926,595,850,724,1095
"ffh",33882,33729,37388,26131,30960,23321,23552,32132,28782,31982,32927,39036
"rpsP",1210,1317,1916,699,953,768,709,1105,946,1225,1620,2108
"rimM",366,445,488,246,319,259,236,321,327,354,422,564
"trmD",1085,1056,1397,781,1065,757,766,1056,819,1164,1231,1698
"rplS",20226,17235,27037,12439,17067,11491,10998,19700,16649,18524,21696,27532
"yfhO",11345,11915,11956,9730,12690,8243,8804,12844,9628,10616,10315,12142
"ylqF",902,899,1009,748,879,615,657,978,819,768,904,1117
"SAUSA300_RS06155",1342,1337,1523,1006,1305,974,915,1395,1119,1236,1420,1598
"sucC",56071,57829,72075,43038,50809,43502,38996,56056,59300,49048,60927,66684
"sucD",110563,123845,141485,94082,106358,91293,75485,116331,128043,96686,128247,131675
"SAUSA300_RS06170",167,220,210,99,153,100,88,164,171,167,193,208
"fmhC",261,214,266,147,243,126,150,239,106,229,206,305
"dprA",416,523,444,347,486,387,361,533,441,372,365,545
"topA",6429,6404,7307,5933,7251,5422,5280,7966,6899,5861,6428,8190
"trmFO",7128,7903,8511,7413,9176,5989,6769,10246,7765,7142,7847,9843
"xerC",24667,25918,26478,20742,26413,17367,18571,29070,24683,22636,22060,28005
"hslV",17391,18201,19428,14393,17644,12051,12120,19453,17124,16334,16280,20001
"hslU",60268,64804,68333,45557,56915,37997,43058,64683,60470,57418,59073,69999
"codY",40887,41569,45976,24038,30558,20840,22452,36291,35951,36480,38580,44882
"SAUSA300_RS06215",0,0,0,0,0,0,0,0,0,0,0,0
"rpsB",5438,5811,6518,4956,5942,4428,4697,5701,5246,4588,5591,7043
"SAUSA300_RS06225",0,0,0,0,1,1,0,1,3,0,0,0
"tsf",28584,28399,32144,27538,34721,24682,24945,37370,36951,26384,29247,32055
"pyrH",2664,2784,2740,2554,4288,2254,2772,4219,2973,2708,2960,3171
"frr",3738,4354,3987,3170,4702,2630,2820,5025,4325,3682,4282,4483
"SAUSA300_RS06245",2729,3673,3036,1694,2244,1597,1661,2614,1723,2609,3337,3302
"SAUSA300_RS06250",1841,2250,2053,1019,1758,942,1080,1801,1086,1870,2334,2348
"rseP",3766,3851,4555,3167,3546,2826,2394,3487,3167,4056,3937,5476
"SAUSA300_RS06260",9287,9372,10467,6952,8089,6150,5757,8735,7928,9588,9463,12633
"SAUSA300_RS06265",30578,31247,30438,29296,34729,23992,26979,37953,32738,31374,28810,36714
"rimP",2531,2937,2759,2286,2554,2016,2134,2609,2736,2122,2560,2885
"nusA",11265,10574,12419,8384,9800,7502,7547,10042,8240,9405,9514,13152
"SAUSA300_RS06280",2972,3430,3491,2246,2481,2154,2227,2473,2644,2517,3001,3748
"SAUSA300_RS06285",1615,1740,2015,1128,1287,971,803,1290,1656,1420,1543,1937
"infB",38960,36796,45601,27121,29968,25441,23416,33204,29748,34104,34955,48554
"rbfA",1678,1554,2102,532,955,639,603,1112,744,1438,1389,2002
"truB",4452,4528,6044,4390,6677,4434,4109,6642,5002,3381,3648,5867
"ribF",6968,6612,7884,6414,9719,5909,5980,10075,7387,5989,6206,7926
"rpsO",23365,27997,27947,15915,21421,14245,15375,23677,21296,19376,27303,28939
"pnp",29450,30282,31122,18312,23874,16303,17824,26546,21090,26578,31929,35999
"SAUSA300_RS06320",29617,30213,29197,21751,27768,19973,21446,29237,25400,25841,29126,30226
"SAUSA300_RS06325",18855,20443,23754,20280,24787,20010,17007,27673,27202,17216,18569,23416
"SAUSA300_RS06330",1061,889,1214,843,1382,828,771,1498,1243,937,846,1212
"SAUSA300_RS06335",605,567,559,384,836,440,522,941,615,512,533,635
"SAUSA300_RS06340",1502,1525,1858,1138,1736,1231,1115,2041,1486,1372,1457,2063
"SAUSA300_RS06345",1332,1365,1630,1059,1409,1040,999,1746,1208,1307,1440,1916
"SAUSA300_RS06350",3308,4137,3273,2733,3520,2627,2556,4118,3597,2986,3580,3944
"SAUSA300_RS06355",1692,1815,1699,1498,1811,1331,1247,2176,1862,1566,1870,1880
"pgsA",8470,9295,9124,8343,10391,6812,7204,11048,9426,8636,8454,9802
"SAUSA300_RS06365",2594,2480,2415,2315,3488,2187,2382,3598,2651,2549,2552,2917
"recA",22684,22526,24046,24784,33088,21788,23696,32803,28921,21468,20933,25105
"rny",130520,139042,133282,104372,133544,91002,86871,138615,116636,129124,129905,138809
"SAUSA300_RS06380",1543,1396,1478,1799,3132,1504,1693,3245,2323,1899,1471,1460
"SAUSA300_RS06385",766,732,709,392,591,372,375,571,619,592,787,775
"SAUSA300_RS06390",3163,3340,3070,2694,3471,2460,2522,3719,2975,2679,3084,3642
"SAUSA300_RS06395",1750,1652,1843,1507,1912,1286,1283,2234,1668,1518,1664,2079
"SAUSA300_RS06400",247,285,278,190,248,148,191,256,250,225,231,279
"miaB",10911,11401,11108,7091,8668,6513,6306,10036,8302,9837,10482,12338
"SAUSA300_RS06410",3023,3842,3433,2430,2675,1954,1932,3046,2778,2690,3660,3869
"thiW",6707,6994,6964,4485,5670,3977,4179,6312,4580,6404,6932,7687
"mutS",3875,3786,3931,2870,3597,2427,2777,4266,3124,3486,3771,4616
"mutL",3810,4016,3974,2608,3442,2243,2460,4390,3410,3469,3895,4425
"SAUSA300_RS06430",945,996,948,630,833,584,661,1054,655,847,875,1113
"SAUSA300_RS06435",6104,6578,6806,5091,6119,4451,5005,6700,5129,6164,6770,7251
"glpK",4036,4007,4899,2681,3136,2441,2333,3453,3187,3518,3713,5094
"SAUSA300_RS06445",18505,18908,19282,21216,26644,18033,18561,28117,23190,18128,16567,19155
"SAUSA300_RS06450",694,801,814,626,1025,664,673,1116,740,658,691,842
"miaA",1225,1164,1180,863,1243,787,891,1230,862,1003,1342,1207
"hfq",652,600,624,411,541,284,478,641,397,514,663,575
"SAUSA300_RS06465",895,1108,1147,983,1535,901,752,1728,1710,775,1065,947
"hflX",1758,1830,2097,1378,1808,1323,1314,1945,1459,1607,1848,2179
"SAUSA300_RS06475",2784,3045,3460,2198,2807,2053,1869,3251,2411,2592,2725,3456
"SAUSA300_RS06480",6144,7133,7066,5660,8080,5445,5975,8106,6392,5987,6557,6983
"glnA",67121,64920,72189,60743,75958,55418,57274,84133,70479,67050,64905,77062
"SAUSA300_RS06490",9,4,12,2,19,3,10,17,13,7,5,7
"SAUSA300_RS06495",0,0,0,0,0,0,0,0,0,0,1,0
"SAUSA300_RS06500",17,34,52,12,27,10,24,34,4,30,33,23
"SAUSA300_RS06505",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS06510",0,15,20,5,10,2,2,8,0,8,14,7
"SAUSA300_RS06515",0,0,1,0,0,0,0,0,0,0,0,0
"SAUSA300_RS06525",2,0,6,0,0,0,0,0,0,0,1,0
"SAUSA300_RS15995",2,1,0,0,8,6,1,6,0,1,11,2
"SAUSA300_RS06535",21,11,19,11,10,10,20,21,12,20,18,22
"SAUSA300_RS06540",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS06555",5,6,14,2,3,1,0,6,4,5,3,3
"SAUSA300_RS16000",40,20,34,13,22,16,20,40,8,31,29,30
"SAUSA300_RS06570",58,58,60,32,43,21,42,61,35,39,47,79
"SAUSA300_RS06575",58,53,65,42,48,36,22,58,10,38,37,51
"SAUSA300_RS06580",1,0,0,0,0,1,0,2,0,2,0,1
"SAUSA300_RS06585",588,601,490,308,423,267,273,424,317,462,436,491
"SAUSA300_RS06590",66,29,62,38,73,37,48,83,12,60,35,79
"cls_1",4669,4735,5369,4561,6101,4021,3572,6177,4758,4951,4531,5865
"SAUSA300_RS06600",45,30,43,30,56,15,35,36,21,47,31,45
"SAUSA300_RS06605",36,55,44,42,52,35,42,54,48,36,40,56
"SAUSA300_RS06610",855,758,982,723,1036,688,609,1186,733,853,742,1036
"SAUSA300_RS06615",1130,1194,1174,972,1292,861,819,1468,1354,992,1126,1299
"SAUSA300_RS06620",280,40,409,70,236,101,106,347,37,233,53,383
"SAUSA300_RS06625",74,69,102,62,70,62,44,67,62,91,97,109
"SAUSA300_RS06630",7156,7713,8063,9092,12950,7688,7542,12322,8805,8298,6256,8594
"SAUSA300_RS06635",5074,5817,5511,2633,3667,2217,2501,4200,3150,4559,5130,5660
"SAUSA300_RS06640",3265,2895,2665,2026,3031,1582,2346,3659,2049,3262,2727,3145
"SAUSA300_RS06645",23198,25862,27112,18778,23161,16112,16920,28076,24127,23316,20498,29367
"thrC",29575,27013,31829,22336,29565,18781,23397,33530,28008,28432,23313,36158
"thrB",16616,15672,17843,13685,19117,10969,16054,20676,15331,17292,13879,20433
"SAUSA300_RS06660",13411,12539,13580,8715,12437,7422,9588,14533,11353,12284,10762,15309
"SAUSA300_RS06665",264,328,341,221,345,205,194,384,415,226,253,323
"SAUSA300_RS06670",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS06675",4423,4311,5375,4603,6700,4308,4654,6919,5073,3531,3777,5134
"SAUSA300_RS06680",112010,105094,137935,94953,138745,92162,87071,139462,127196,102623,103391,137718
"rpmG_2",1714,1221,2055,903,1659,959,664,1612,655,1425,1113,1982
"rpsN",188,179,218,104,145,86,108,182,163,130,167,166
"guaC",497,591,707,427,541,439,417,603,482,597,634,718
"SAUSA300_RS16005",0,0,0,0,0,0,0,0,0,0,0,0
"SAUSA300_RS06705",3388,3522,3720,3179,4712,2750,2464,4783,2879,3747,3395,4229
"lexA",29592,30840,34608,23438,27146,19579,22379,32827,30368,25931,27242,33071
"SAUSA300_RS06715",81,89,136,114,115,86,75,147,198,89,68,122
"SAUSA300_RS06720",93,125,98,106,106,77,64,131,154,80,85,100
"tkt",59053,58069,67054,49488,64060,45012,48602,73537,65179,54096,57580,66817
"SAUSA300_RS06730",1350,1532,1661,706,923,716,534,1099,1575,1089,1389,1683
