"Id","Untreated-Rep1","Untreated-Rep2","Treated-Rep1","Treated-Rep2"
"PA1624",1342,1623,2826,3298
"PA1625",1129,1385,915,1202
"PA1626",880,992,1149,1435
"PA1627",1067,1277,905,1305
"PA1628",486,721,806,1424
"PA1629",514,570,451,645
"PA1630",950,995,860,1034
"PA1631",1083,1336,831,1220
"PA1632",190,206,116,162
"PA1633",1672,1756,1847,2545
"PA1634",1522,1766,2347,3160
"PA1635",365,312,450,761
"PA1636",1385,1427,2162,3013
"PA1637",584,691,747,1014
"PA1638",1300,1672,1122,1532
"PA1639",1666,1682,1257,1452
"PA1640",2594,3045,2542,3165
"PA1641",549,610,535,673
"PA1642",2879,3407,4480,4882
"PA1643",2978,3394,3917,4640
"PA1643a",954,928,838,1063
"PA1644",2340,2429,2568,2948
"PA1645",253,285,627,895
"PA1646",909,1233,1004,1829
"PA1647",1658,1813,1924,2598
"PA1648",852,786,605,725
"PA1649",513,758,513,765
"PA1650",785,887,937,1108
"PA1651",1522,1850,2009,2320
"PA1652",476,601,503,862
"PA1653",563,686,691,967
"PA1654",3909,4876,6273,7752
"PA1655",2502,2329,2984,3506
"PA1656",1468,1283,970,1308
"PA1657",861,698,592,539
"PA1658",2047,1572,1179,1393
"PA1659",542,518,390,494
"PA1660",1219,1376,1028,1465
"PA1661",922,917,465,782
"PA1662",1455,1730,1309,2267
"PA1663",1068,1318,870,1439
"PA1664",138,195,118,165
"PA1665",604,797,726,1245
"PA1666",510,523,352,585
"PA1667",1143,1286,809,1166
"PA1668",674,603,349,474
"PA1669",2024,2564,1907,2980
"PA1670",309,485,428,715
"PA1671",536,717,627,991
"PA1672",627,522,596,714
"PA1673",3142,2465,6121,6215
"PA1674",4678,5261,5203,5277
"PA1675",2031,1980,1782,1969
"PA1676",615,702,751,1041
"PA1677",4863,5433,5927,7371
"PA1678",2149,2111,2391,2579
"PA1679",1686,1742,2448,2834
"PA1680",860,772,1202,1777
"PA1681",5135,5385,6000,6875
"PA1682",2361,2651,2330,2948
"PA1683",1654,2024,1969,2260
"PA1684",3114,3300,3786,4206
"PA1685",1517,1684,2058,2432
"PA1686",1180,1460,1884,2486
"PA1687",3800,3950,3352,3586
"PA1688",3848,4418,2484,3019
"PA1689",9688,10392,7986,9393
"PA1690",2112,2253,1848,2324
"PA1691",2196,2128,2675,3277
"PA1692",1676,1391,1744,2148
"PA1693",4852,5053,5269,6292
"PA1694",2980,2694,4028,5573
"PA1695",3207,2915,5388,8645
"PA1696",2112,1993,3568,4574
"PA1697",5720,5890,9270,10563
"PA1698",5716,6220,7793,10076
"PA1699",2424,1885,2413,2602
"PA1700",805,892,2337,3340
"PA1701",1408,1287,2960,4260
"PA1702",373,375,799,1250
"PA1703",7079,6314,8477,10776
"PA1704",1354,1184,2048,2723
"PA1705",783,707,1801,2159
"PA1706",9178,9358,10718,13697
"PA1707",5858,5866,7275,9591
"PA1708",23124,22296,28323,35737
"PA1709",15778,14212,19448,23249
"PA1710",3019,2675,3617,4038
"PA1711",1103,929,1568,1868
"PA1712",1357,1039,1504,1674
"PA1713",6406,4903,4851,5599
"PA1714",3975,4126,5764,6371
"PA1715",2369,2311,3112,3888
"PA1716",8514,8472,10677,12521
"PA1717",4095,4147,6431,7485
"PA1718",3859,3662,4005,5082
"PA1719",4615,3815,4401,5420
"PA1720",1131,1009,1768,2336
"PA1721",2551,2616,3077,4356
"PA1722",1777,1577,2511,3038
"PA1723",3887,3113,3760,4438
"PA1724",2268,2311,2771,3266
"PA1725",1394,1521,1512,2005
"PA1726",3357,3841,3889,5062
"PA1727",2559,3035,3150,3953
"PA1728",678,742,869,1159
"PA1729",620,831,1255,1385
"PA1730",1299,1480,1288,1623
"PA1731",665,968,834,1155
"PA1732",437,641,713,1012
"PA1733",762,951,914,1197
"PA1734",738,979,773,1065
"PA1735",831,866,544,674
"PA1736",1019,1283,1176,1463
"PA1737",1431,1927,1570,2122
"PA1738",1813,2434,2157,2879
"PA1739",491,409,335,561
"PA1740",778,1053,1264,1644
"PA1741",883,1066,918,1153
"PA1742",3182,3167,4452,5314
"PA1743",108,124,142,206
"PA1744",215,226,160,209
"PA1745",306,358,303,545
"PA1746",1264,1262,4505,4320
"PA1747",422,428,494,578
"PA1748",2291,2256,2197,2512
"PA1749",1136,1149,1335,1479
"PA1750",10514,11485,9586,10593
"PA1751",611,623,452,648
"PA1752",1195,1221,1052,1452
"PA1753",1123,972,913,974
"PA1754",7133,7642,7803,8389
"PA1755",639,754,578,761
"PA1756",2384,2731,1912,2122
"PA1757",2395,2394,1483,1662
"PA1758",2694,3221,2974,3726
"PA1759",3870,4562,4336,5183
"PA1760",1977,2389,2242,2943
"PA1761",489,471,326,578
"PA1762",622,472,343,476
"PA1763",876,710,463,534
"PA1764",1143,1144,640,903
"PA1765",1053,1146,769,1063
"PA1766",6899,7115,7210,8679
"PA1767",14385,12733,15355,16411
"PA1768",12414,12121,10414,11411
"PA1769",4247,4564,4152,4925
"PA1770",23785,24113,26238,27965
"PA1771",2273,2166,2340,2659
"PA1772",1488,1273,1898,1966
"PA1773",1595,1496,1239,1403
"PA1774",1986,2006,1971,2089
"PA1775",5324,5027,5279,5728
"PA1776",13176,12353,10927,13009
"PA1777",335430,388025,373436,435972
"PA1778",1129,1315,1076,1361
"PA1779",1532,2116,1517,2263
"PA1780",365,469,205,364
"PA1781",1774,1735,889,1334
"PA1781.1",168,163,61,152
"PA1782",533,924,690,1118
"PA1783",530,744,531,970
"PA1784",453,486,280,490
"PA1785",372,538,319,550
"PA1786",826,1205,851,1380
"PA1787",62592,62097,81479,90157
"PA1788",616,472,416,438
"PA1789",5861,5429,10908,11132
"PA1790",1583,1747,1275,1497
"PA1791",12153,10779,4454,4626
"PA1792",3721,3816,4351,4892
"PA1793",14326,12922,12372,14268
"PA1794",26070,25670,28717,32630
"PA1795",10564,10266,12849,14281
"PA1796",10682,10745,12803,14143
"PA1796.1",2802,2086,2078,2066
"PA1796.2",1466,1221,1351,1274
"PA1796.3",917,922,839,752
"PA1796.4",658,661,540,505
"PA1797",2846,3171,2028,2620
"PA1797a",689,751,583,659
"PA1798",2581,2381,1608,2292
"PA1799",1984,1884,1281,1515
"PA1800",46410,43451,43260,46279
"PA1801",18286,19680,18755,21413
"PA1802",38474,39642,45939,51168
"PA1803",52980,40502,43848,49320
"PA1804",33491,27818,34896,36617
"PA1804.1",1389,1675,1922,1955
"PA1805",17437,17325,18604,19819
"PA1806",2829,3162,3311,4044
"PA1807",5395,5497,6362,7722
"PA1808",2937,2556,2979,3350
"PA1809",2271,1875,2256,2851
"PA1810",5404,5126,5908,6740
"PA1811",4803,5267,4268,5406
"PA1812",21467,22418,23278,25164
"PA1813",2145,2280,2147,2463
"PA1814",1414,1602,1807,2222
"PA1815",2007,1878,1893,1967
"PA1816",2931,2663,3314,3589
"PA1817",1299,1233,1649,1704
"PA1818",3505,4033,3980,4634
"PA1819",1568,1850,2179,2684
"PA1820",2616,2464,2482,3063
"PA1821",2393,2580,2790,3018
"PA1822",4877,5622,6900,8037
"PA1823",1761,1999,2370,2910
"PA1824",1132,1311,1484,1714
"PA1825",458,507,628,893
"PA1826",636,805,855,1145
"PA1827",433,577,418,729
"PA1828",2232,2243,2788,3373
"PA1829",3106,3211,3088,3785
"PA1830",4132,4101,7092,7397
"PA1831",2653,2988,3706,4162
"PA1832",1186,1335,1660,1810
"PA1833",2213,2222,4259,4563
"PA1833a",841,1028,1040,1201
"PA1835",555,649,527,634
"PA1836",600,702,535,751
"PA1837",1600,2031,1850,2352
"PA1837a",355,345,350,480
"PA1838",12408,13817,7127,8323
"PA1839",1051,1211,1616,1790
"PA1840",1150,1182,1064,1153
"PA1841",1712,1880,1565,1700
"PA1842",1707,1759,1563,1724
"PA1843",14109,14972,13120,15292
"PA1844",1463,1333,372,484
"PA1845",2821,2313,534,663
"PA1846",5691,5837,6101,6951
"PA1847",5141,5251,9480,10193
"PA1848",438,593,634,1021
"PA1849",160,154,234,337
"PA1850",678,675,808,1303
"PA1851",1067,1183,1097,1471
"PA1852",1724,1428,2140,2335
"PA1853",848,1019,913,1313
"PA1854",742,798,814,1150
"PA1855",99,179,169,298
"PA1856",1387,1040,887,1177
"PA1857",2945,3129,2396,2724
"PA1858",985,1121,894,1277
"PA1859",886,1077,974,1265
"PA1860",620,665,675,914
"PA1861",1021,1430,1834,2120
"PA1862",1229,1533,1647,1977
"PA1863",1698,1800,2273,2680
"PA1864",302,491,586,981
"PA1865",1484,1699,1379,1795
"PA1866",1495,2072,1711,2532
"PA1866a",1045,1029,900,1065
"PA1867",235,279,162,277
"PA1868",856,1018,880,1576
"PA1869",293,323,217,310
"PA1870",165,264,225,348
"PA1871",604,711,546,879
"PA1872",701,878,793,1007
"PA1873",615,737,422,690
"PA1874",2701,3874,3497,5572
"PA1875",752,986,628,886
"PA1876",899,1260,1036,1651
"PA1877",767,922,597,852
"PA1878",689,921,658,774
"PA1879",391,588,516,752
"PA1880",927,1252,1206,2073
"PA1881",589,697,627,795
"PA1882",411,542,314,438
"PA1883",445,561,336,540
"PA1884",350,406,321,512
"PA1885",283,332,256,461
"PA1886",1596,2181,2074,2586
"PA1887",557,644,416,640
"PA1888",1131,1237,737,1043
"PA1889",2364,2682,2223,2633
"PA1890",1057,1274,1224,1509
"PA1891",95,124,154,248
"PA1892",578,523,366,576
"PA1893",1305,1837,1169,2111
"PA1894",565,448,195,340
"PA1895",1053,1079,567,944
"PA1896",490,434,301,542
"PA1897",612,377,190,299
"PA1898",625,392,139,209
"PA1899",415,226,135,156
"PA1900",370,176,90,164
"PA1901",339,433,485,921
"PA1902",417,391,349,756
"PA1903",1009,1558,1024,1945
"PA1904",467,629,428,756
"PA1905",327,318,347,585
"PA1906",483,651,448,658
"PA1907",547,662,546,1097
"PA1908",251,231,283,573
"PA1909",732,884,612,940
"PA1910",1447,2011,1392,2195
"PA1911",430,508,579,928
"PA1912",984,1296,1168,1551
"PA1913",1481,1387,2035,2244
"PA1914",908,771,451,662
"PA1915",1224,1565,1500,2053
"PA1916",894,992,546,881
"PA1917",266,290,190,296
"PA1918",753,1097,703,1165
"PA1919",591,744,1235,1613
"PA1920",2353,2450,2940,3884
"PA1921",482,473,480,856
"PA1922",4301,4414,3908,4874
"PA1923",3006,3103,3509,5061
"PA1924",1057,1004,912,1241
"PA1925",1001,942,680,937
"PA1926",4701,4732,5098,5878
"PA1927",1470,1637,1312,2113
"PA1928",488,490,412,595
"PA1929",271,309,278,422
"PA1930",956,802,527,868
"PA1931",358,460,344,510
"PA1932",600,649,744,1136
"PA1933",1664,1794,2581,3306
"PA1934",582,632,482,583
"PA1937",382,246,126,155
"PA1938",858,611,381,470
"PA1939",4202,3591,3015,3374
"PA1940",1397,1619,999,1299
"PA1941",2696,3088,2277,3002
"PA1942",361,331,230,305
"PA1943",1137,1397,1390,1962
"PA1944",1753,1665,1357,1766
"PA1945",653,822,746,1133
"PA1946",1366,1598,2030,2226
"PA1947",491,697,889,1353
"PA1948",589,855,620,873
"PA1949",729,777,996,1237
"PA1950",387,491,773,1095
"PA1951",732,517,516,744
"PA1952",228,240,187,396
"PA1953",463,581,274,450
"PA1954",696,799,452,732
"PA1955",248,226,209,459
"PA1956",209,228,178,338
"PA1957",593,667,845,998
"PA1958",950,946,1064,1375
"PA1959",3478,3121,2667,2672
"PA1960",632,633,689,952
"PA1961",852,927,840,1377
"PA1962",387,531,402,603
"PA1963",734,869,708,924
"PA1964",12080,12474,15588,17483
"PA1965",613,673,545,650
"PA1966",577,683,787,987
"PA1967",939,969,1073,1298
"PA1968",385,388,650,791
"PA1969",819,740,1115,1370
"PA1970",391,324,316,412
"PA1971",3522,3866,3331,4144
"PA1972",813,947,568,933
"PA1973",333,416,546,1024
"PA1974",731,790,390,570
"PA1975",537,712,500,718
"PA1976",1079,1615,1010,1878
"PA1977",138,204,151,337
"PA1978",619,549,320,490
"PA1979",113,186,132,340
"PA1980",198,270,219,521
"PA1981",67,70,147,267
"PA1982",944,1283,639,1283
"PA1983",362,536,268,422
"PA1984",870,1027,636,1117
"PA1985",342,396,244,371
"PA1986",1402,1623,1201,1768
"PA1987",763,744,594,875
"PA1988",332,401,242,370
"PA1989",956,1158,767,1198
"PA1990",325,368,601,1131
"PA1991",1156,1494,969,1357
"PA1992",710,979,914,1461
"PA1993",893,1035,954,1326
"PA1994",1006,1096,873,1125
"PA1995",715,895,930,926
"PA1996",741,845,683,898
"PA1997",1652,2038,2254,2889
"PA1998",880,1048,845,1143
"PA1999",570,721,367,580
"PA2000",465,525,328,447
"PA2001",559,652,1153,1720
"PA2002",743,703,561,857
"PA2003",432,481,470,756
"PA2004",706,899,569,930
"PA2005",1303,1328,1235,1478
"PA2006",542,772,595,861
"PA2007",520,520,623,843
"PA2008",1099,1160,1247,1512
"PA2009",1716,2380,1618,2177
"PA2010",578,517,533,756
"PA2011",833,1007,1028,1189
"PA2012",889,1122,1742,2349
"PA2013",617,890,1077,1595
"PA2014",1013,1391,1528,1928
"PA2015",1359,1550,1625,1853
"PA2016",901,1140,775,1033
"PA2017",880,1041,681,944
"PA2018",4299,4977,3744,4933
"PA2019",1367,1667,1470,2149
"PA2020",761,936,849,957
"PA2021",332,419,355,487
"PA2022",2454,2426,1625,2191
"PA2023",10646,11299,9749,10713
"PA2024",338,379,474,745
"PA2025",4002,4189,6019,6681
"PA2026",1437,2100,2655,3360
"PA2027",389,365,332,366
"PA2028",1075,813,712,870
"PA2029",470,461,502,525
"PA2030",308,308,332,483
"PA2031",332,322,263,437
"PA2032",1303,1744,1645,2005
"PA2033",1828,2370,1324,2215
"PA2034",403,438,359,644
"PA2035",757,904,932,1461
"PA2036",674,368,154,168
"PA2037",1858,1423,653,936
"PA2038",697,649,542,563
"PA2039",1562,1549,1250,1538
"PA2040",11623,12972,9744,12318
"PA2041",2115,1536,1081,1305
"PA2042",9985,9845,10994,12300
"PA2043",912,1181,1470,1817
"PA2044",9798,9939,10132,12201
"PA2045",469,466,658,904
"PA2047",1117,1282,1221,1724
"PA2048",59,98,115,222
"PA2049",1945,2252,2761,3193
"PA2050",247,370,270,411
"PA2051",298,324,472,676
"PA2052",229,273,482,683
"PA2053",265,391,336,637
"PA2054",278,463,534,649
"PA2055",311,310,251,380
"PA2056",774,892,854,1226
"PA2057",1126,1239,863,1529
"PA2058",827,1188,723,1170
"PA2059",389,530,386,688
"PA2060",331,431,295,603
"PA2061",455,698,474,776
"PA2062",622,698,504,894
"PA2063",1654,1825,1486,1900
"PA2064",540,659,659,940
"PA2065",722,813,630,1160
"PA2066",345,529,383,571
"PA2067",145,179,212,432
"PA2068",384,445,394,752
"PA2069",673,930,693,1096
"PA2070",1458,1892,1092,1864
"PA2071",2461,2320,2004,2406
"PA2072",1194,1251,969,1589
"PA2073",958,1005,602,969
"PA2074",208,288,193,441
"PA2075",840,1045,594,1003
"PA2076",533,698,465,825
"PA2077",662,970,725,1293
"PA2078",701,989,614,1341
"PA2079",749,1011,633,1032
"PA2080",1059,1195,1247,1690
"PA2081",819,1034,1083,1333
"PA2082",615,430,413,486
"PA2083",1314,1606,865,1206
"PA2084",589,759,688,1251
"PA2085",393,416,307,435
"PA2086",438,526,368,632
"PA2087",156,254,149,379
"PA2088",324,388,276,562
"PA2089",1431,1916,1293,1989
"PA2090",141,244,286,617
"PA2091",231,257,364,613
"PA2092",177,193,191,385
"PA2093",269,343,173,225
"PA2094",268,350,221,352
"PA2095",291,440,422,623
"PA2096",482,569,480,687
"PA2097",716,943,484,827
"PA2098",70,82,150,275
"PA2099",429,474,773,992
"PA2100",1741,1258,2068,2367
"PA2101",1009,502,411,486
"PA2102",691,307,427,509
"PA2103",1403,854,978,954
"PA2104",1373,726,688,799
"PA2105",1230,669,723,767
"PA2106",782,417,477,494
"PA2107",165,134,176,274
"PA2108",666,784,653,1095
"PA2109",183,343,231,380
"PA2110",166,209,180,388
"PA2111",113,157,209,438
"PA2112",142,122,196,340
"PA2113",509,708,530,918
"PA2114",789,1189,549,943
"PA2115",712,716,568,761
"PA2116",552,696,605,835
"PA2117",988,992,767,1106
"PA2118",441,648,499,838
"PA2118a",326,382,481,599
"PA2119",3390,3708,7753,8727
"PA2120",321,346,338,467
"PA2121",528,607,672,1077
"PA2122",656,855,541,776
"PA2123",468,645,708,930
"PA2124",308,411,480,837
"PA2125",443,578,798,1167
"PA2126",574,725,1794,2043
"PA2127",2307,2326,4894,5365
"PA2128",536,602,631,783
"PA2129",307,432,290,475
"PA2130",1048,1280,1031,1660
"PA2131",557,740,445,819
"PA2132",155,255,226,455
"PA2133",260,360,273,608
"PA2134",439,403,249,427
"PA2135",443,531,456,828
"PA2136",277,254,248,479
"PA2137",377,516,267,475
"PA2138",891,1233,889,1512
"PA2140",95,132,101,232
"PA2141",158,233,171,405
"PA2142",489,657,281,521
"PA2142a",163,208,120,204
"PA2143",297,355,235,345
"PA2144",1720,2109,1291,2001
"PA2145",326,305,144,286
"PA2146",144,121,53,101
"PA2147",1227,1149,762,1278
"PA2148",214,274,158,306
"PA2149",182,206,93,199
"PA2150",553,582,301,548
"PA2151",998,1341,803,1326
"PA2152",1460,1708,1267,2062
"PA2153",859,1030,727,1369
"PA2154",322,384,274,492
"PA2155",303,412,381,689
"PA2156",221,313,203,380
"PA2157",356,401,325,587
"PA2158",472,632,518,886
"PA2159",248,407,302,475
"PA2160",1315,1616,969,1433
"PA2161",55,60,44,91
"PA2162",443,632,534,1359
"PA2163",182,257,378,775
"PA2164",716,1097,805,1315
"PA2165",769,771,523,955
"PA2166",229,242,133,197
"PA2167",400,542,463,769
"PA2168",415,425,358,567
"PA2169",319,389,184,323
"PA2170",118,202,60,127
"PA2171",331,236,146,193
"PA2172",312,426,455,710
"PA2173",107,131,127,249
"PA2173a",184,163,100,125
"PA2174",435,264,157,243
"PA2175",448,463,314,473
"PA2176",353,401,409,717
"PA2177",1380,1811,1182,1912
"PA2178",374,468,273,416
"PA2179",499,541,520,829
"PA2180",792,945,572,1034
"PA2181",446,574,457,753
"PA2182",224,205,148,243
"PA2183",181,217,202,279
"PA2184",392,349,206,302
"PA2185",673,686,466,725
"PA2187",333,314,173,283
"PA2188",873,1094,861,1188
"PA2189",655,385,327,354
"PA2190",456,499,406,546
"PA2191",3206,2666,2682,3221
"PA2192",193,236,204,287
"PA2193",107,86,112,264
"PA2194",621,720,680,1191
"PA2195",493,552,535,1019
"PA2196",692,851,1016,1161
"PA2197",1753,1725,3818,4116
"PA2198",867,858,1578,1869
"PA2199",1390,1253,2200,2686
"PA2200",1388,1350,1808,2509
"PA2201",716,813,661,982
"PA2202",624,531,402,629
"PA2203",696,550,438,655
"PA2204",8896,9102,2192,2529
"PA2205",491,649,299,411
"PA2206",839,834,644,866
"PA2207",730,915,558,1024
"PA2208",370,542,249,492
"PA2209",795,937,350,680
"PA2210",651,737,503,959
"PA2211",403,510,318,515
"PA2212",505,733,498,841
"PA2213",672,962,471,840
"PA2214",656,824,453,801
"PA2215",747,745,389,623
"PA2216",522,620,421,709
"PA2217",582,788,559,1078
"PA2218",863,667,554,647
"PA2219",824,845,496,731
"PA2220",1103,1087,929,1213
"PA2221",1001,496,366,444
"PA2222",635,294,254,309
"PA2223",1197,605,507,613
"PA2224",589,255,140,145
"PA2225",567,250,107,136
"PA2226",513,295,199,282
"PA2227",1015,652,431,594
"PA2228",1119,595,264,399
"PA2229",469,732,856,1162
"PA2230",1010,1140,974,1033
"PA2231",5363,5675,5761,6223
"PA2232",5092,5053,7140,7802
"PA2233",3708,4180,4804,5445
"PA2234",4061,4286,4635,5044
"PA2235",9722,9353,9942,10564
"PA2236",2040,2069,3452,4852
"PA2237",5652,5265,5001,5400
"PA2238",2071,2382,3622,4244
"PA2239",1544,1509,1909,2441
"PA2240",1755,1956,1869,2331
"PA2241",605,738,885,1300
"PA2242",3100,2567,2180,2509
"PA2243",456,516,665,1062
"PA2244",421,510,520,987
"PA2246",530,525,364,474
"PA2247",1195,1732,1303,1850
"PA2248",813,1044,1009,1194
"PA2249",520,528,701,867
"PA2250",717,918,1241,1567
"PA2251",678,602,467,623
"PA2252",6948,7176,6046,7558
"PA2253",1438,1286,1723,2424
"PA2254",536,791,585,740
"PA2255",165,201,322,490
"PA2256",637,600,498,804
"PA2257",89,106,100,189
"PA2258",790,907,660,904
"PA2259",1925,3059,3017,3694
"PA2260",372,525,698,878
"PA2261",286,307,549,800
"PA2262",790,694,611,886
"PA2263",301,371,530,771
"PA2264",3149,3427,5039,5447
"PA2265",7456,6827,11085,12366
"PA2266",3004,3006,5775,7029
"PA2267",705,894,1419,1935
"PA2268",306,312,580,951
"PA2269",367,501,553,838
"PA2270",519,684,991,1250
"PA2271",401,489,616,825
"PA2272",1403,1695,2076,2853
"PA2273",325,277,503,584
"PA2274",286,283,255,345
"PA2275",610,780,690,1048
"PA2276",590,672,556,793
"PA2277",376,383,472,593
"PA2278",696,840,853,1140
"PA2279",863,1040,1105,1331
"PA2280",1466,1672,1485,1791
"PA2281",2008,1905,1677,1980
"PA2282",699,670,576,595
"PA2283",1713,1810,1861,2404
"PA2284",698,853,774,997
"PA2285",1635,1906,1657,1850
"PA2286",1021,966,1143,1642
"PA2287",400,486,750,1073
"PA2288",469,446,621,730
"PA2289",4726,4921,4692,5659
"PA2290",14104,14474,16582,20470
"PA2291",3764,3811,3650,4054
"PA2292",153,124,99,175
"PA2293",113,121,157,269
"PA2294",467,508,543,822
"PA2295",215,195,216,459
"PA2296",766,994,569,983
"PA2297",327,350,308,412
"PA2298",1329,1566,1440,1723
"PA2299",570,798,613,925
"PA2300",718,984,661,1091
"PA2301",415,427,543,768
"PA2302",1129,1476,1609,2847
"PA2303",459,562,402,680
"PA2304",352,487,321,571
"PA2305",579,760,907,1460
"PA2306",671,665,485,628
"PA2307",427,513,293,560
"PA2308",299,469,315,606
"PA2309",481,793,428,759
"PA2310",552,927,297,583
"PA2311",118,149,120,210
"PA2312",378,460,251,502
"PA2312a",259,165,74,93
"PA2314",249,267,231,508
"PA2315",249,378,274,677
"PA2316",737,869,748,1205
"PA2317",1208,1565,1593,1957
"PA2318",786,800,1641,1618
"PA2319",1238,1310,1120,1514
"PA2320",478,588,771,1066
"PA2321",764,935,1312,1642
"PA2322",939,1033,1128,1439
"PA2323",3733,3612,4373,5234
"PA2324",319,430,426,637
"PA2325",211,331,325,596
"PA2326",753,903,519,862
"PA2327",461,594,458,819
"PA2328",505,681,675,1165
"PA2329",346,348,417,725
"PA2330",325,365,411,780
"PA2331",717,809,626,947
"PA2332",582,539,888,1397
"PA2333",611,821,917,1401
"PA2334",519,706,330,697
"PA2335",1154,1464,746,1478
"PA2336",579,822,584,996
"PA2337",1052,1266,763,1233
"PA2338",760,884,544,941
"PA2339",411,560,292,507
"PA2340",597,515,265,444
"PA2341",448,544,447,722
"PA2342",640,723,625,1058
"PA2343",109,157,201,433
"PA2344",220,195,523,721
"PA2345",562,655,679,1023
"PA2346",484,1001,599,1053
"PA2347",281,436,395,764
"PA2348",673,755,591,974
"PA2349",432,563,330,615
"PA2350",488,660,457,783
"PA2351",348,487,280,484
"PA2352",1786,1895,1663,1910
"PA2353",1445,1774,1515,1813
"PA2354",687,973,518,882
"PA2355",498,736,416,735
"PA2356",539,672,507,787
"PA2357",495,659,362,560
"PA2358",846,922,415,640
"PA2359",889,1238,700,958
"PA2360",328,507,428,773
"PA2361",1289,1718,1326,2405
"PA2362",249,351,291,458
"PA2363",353,414,441,693
"PA2364",443,427,269,457
"PA2365",412,522,408,516
"PA2366",616,746,682,1000
"PA2367",276,231,202,321
"PA2368",123,152,101,293
"PA2369",458,647,460,1046
"PA2370",157,209,212,537
"PA2371",1229,1430,1187,2109
"PA2373",1606,1935,1561,2167
"PA2374",240,452,310,485
"PA2375",165,184,180,366
"PA2376",797,885,537,925
"PA2377",767,973,687,945
"PA2378",4578,4864,6087,7072
"PA2379",1583,1773,2089,2338
"PA2380",719,633,547,694
"PA2381",1143,1229,2899,3627
"PA2382",1123,1331,1722,2058
"PA2383",476,558,607,992
"PA2384",596,505,400,661
"PA2385",6231,6172,3796,5319
"PA2386",24847,26850,10115,13965
"PA2387",1103,1329,736,1004
"PA2388",3618,4089,3463,4142
"PA2389",5897,6095,3536,4645
"PA2390",4559,4634,3199,4171
"PA2391",2017,2448,1887,3047
"PA2392",4655,5268,2122,2954
"PA2393",10183,9549,3872,5347
"PA2394",11575,12655,4774,7140
"PA2395",5969,6648,3394,4473
"PA2396",5618,5473,2693,3476
"PA2397",13107,12570,4591,6367
"PA2398",74749,72606,30710,44212
"PA2399",13602,13510,11124,14800
"PA2400",11824,11188,10199,13184
"PA2402",31539,30630,24886,33547
"PA2403",4692,4561,2715,3514
"PA2404",2762,2778,1902,2534
"PA2405",2141,2423,1910,2345
"PA2406",1130,1269,1040,1375
"PA2407",2368,2716,2626,4022
"PA2408",793,945,1160,1573
"PA2409",1849,2022,1596,2013
"PA2410",2576,2200,1858,2780
"PA2411",3135,3072,2623,3908
"PA2412",1257,1372,967,1421
"PA2413",4259,4751,2773,3766
"PA2414",842,1038,596,1075
"PA2415",430,479,354,458
"PA2416",585,651,728,1206
"PA2417",811,962,1090,1251
"PA2418",473,524,359,584
"PA2419",532,545,395,510
"PA2420",656,811,517,838
"PA2421",606,784,441,768
"PA2422",282,306,237,382
"PA2423",838,950,699,889
"PA2424",19724,21570,17971,26335
"PA2425",2917,3409,1233,1655
"PA2426",7281,6998,2122,2746
"PA2427",722,990,615,852
"PA2428",604,560,321,587
"PA2429",236,327,184,257
"PA2430",645,740,617,880
"PA2431",974,1144,1169,1918
"PA2432",1640,1854,1386,1818
"PA2433",744,868,628,839
"PA2434",518,559,512,582
"PA2435",971,1047,1315,1888
"PA2436",803,875,815,1074
"PA2437",475,484,599,939
"PA2438",1426,1398,1385,2156
"PA2439",1008,1139,1225,2152
"PA2440",1007,1045,833,1174
"PA2441",800,929,628,881
"PA2442",694,773,999,1277
"PA2443",1214,1402,2087,2529
"PA2444",1286,1451,2015,2647
"PA2445",7129,7435,14029,17744
"PA2446",1131,1648,1833,2580
"PA2447",348,557,496,735
"PA2448",879,1084,999,1719
"PA2449",2326,2376,2335,2983
"PA2450",2026,2280,1411,1966
"PA2453",2935,3001,3205,3514
"PA2454",3249,3244,2766,3230
"PA2455",1140,1226,1059,1410
"PA2457",1362,975,723,1040
"PA2458",961,1175,1142,1417
"PA2459",789,746,397,475
"PA2460",397,275,309,355
"PA2461",521,348,197,259
"PA2462",16924,16057,15740,19587
"PA2463",3406,3682,3907,5194
"PA2464",1095,1176,735,913
"PA2465",714,875,591,845
"PA2466",2349,2670,1594,2428
"PA2467",959,1043,951,1603
"PA2468",1451,1519,1131,1461
"PA2469",437,550,581,1041
"PA2470",512,664,570,942
"PA2471",386,485,416,652
"PA2472",246,364,338,636
"PA2473",169,281,322,505
"PA2474",702,940,485,753
"PA2475",755,987,910,1219
"PA2476",738,966,800,1066
"PA2477",315,451,515,883
"PA2478",562,539,621,1013
"PA2479",479,517,703,1031
"PA2480",562,777,1616,2193
"PA2481",2370,2626,4003,4625
"PA2482",2770,2803,4549,5593
"PA2483",2536,2489,5659,6222
"PA2484",815,722,779,1266
"PA2485",1208,1127,814,1020
"PA2486",1054,1087,1054,1280
"PA2487",529,665,664,748
"PA2488",366,484,536,823
"PA2489",449,547,766,1130
"PA2490",246,363,257,362
"PA2491",1686,1796,2311,2654
"PA2492",2445,3242,2801,3522
"PA2493",628,804,554,879
"PA2494",2100,2461,1391,2153
"PA2495",393,649,461,1023
"PA2496",469,695,452,707
"PA2497",358,281,415,667
"PA2498",146,164,152,345
"PA2499",114,153,164,324
"PA2500",1218,1798,2465,3468
"PA2501",1689,2076,2282,2942
"PA2502",1398,1622,1387,1906
