"Id","Untreated-Rep1","Untreated-Rep2","Treated-Rep1","Treated-Rep2"
"PA4900",471,528,560,1228
"PA4901",1004,1065,922,1609
"PA4902",954,1210,991,1763
"PA4903",446,478,536,956
"PA4904",649,768,763,1289
"PA4905",401,549,730,1351
"PA4906",1972,2167,2199,3200
"PA4907",2872,3019,3501,4271
"PA4908",472,549,439,947
"PA4909",808,984,532,829
"PA4910",867,1219,599,951
"PA4911",1316,1663,883,1463
"PA4912",957,1059,660,894
"PA4913",1433,1752,886,1485
"PA4914",1240,1652,973,1571
"PA4915",2347,2530,2221,2780
"PA4916",1353,1599,3674,4026
"PA4917",835,1099,1906,2214
"PA4918",5206,4488,10754,13042
"PA4919",18905,18518,33551,38180
"PA4920",11298,11392,28649,29108
"PA4921",3472,3490,6686,6822
"PA4922",50847,46809,71012,85520
"PA4923",1585,1565,2086,2681
"PA4924",2211,2325,2441,2872
"PA4925",1002,1051,684,1064
"PA4926",873,994,1051,1602
"PA4927",2271,3103,2675,3897
"PA4928",11922,12699,12123,14063
"PA4929",2099,2383,1914,2793
"PA4930",2951,3576,3192,3914
"PA4931",9564,9673,9550,10933
"PA4932",32316,33209,47334,49688
"PA4933",32659,31041,44366,47799
"PA4934",60695,69633,72113,82018
"PA4935",91363,100847,109026,126548
"PA4936",3268,3607,6959,8434
"PA4937",29830,30811,48582,56596
"PA4937.1",2708,2158,2267,2681
"PA4937.2",1181,1026,937,990
"PA4938",32857,33714,36572,41751
"PA4939",6488,5690,7994,8842
"PA4940",4378,3587,3528,3930
"PA4941",11750,11724,16007,16771
"PA4942",15325,15559,23807,24946
"PA4943",36618,36969,56058,61532
"PA4944",13183,15832,20160,22019
"PA4945",10247,10750,10198,11814
"PA4946",7411,8372,10047,11694
"PA4947",8999,10397,10184,12168
"PA4948",1464,1695,1509,1932
"PA4949",1160,1094,1741,2529
"PA4950",3003,3641,3434,4194
"PA4951",3895,3688,4305,4990
"PA4952",4340,4647,5716,6401
"PA4953",3528,4239,4233,5178
"PA4954",3523,3491,3447,4163
"PA4955",1982,2389,2377,3594
"PA4956",4708,4598,4943,6105
"PA4957",5808,6610,7830,9372
"PA4958",7149,7296,9024,10778
"PA4959",9362,9313,9697,11094
"PA4960",5819,6170,7994,8936
"PA4961",6561,7567,7665,8520
"PA4962",1076,1247,1185,1549
"PA4963",2596,2318,2664,3165
"PA4964",11504,11521,16355,19278
"PA4965",1446,1046,1735,2459
"PA4966",1788,2057,3131,4226
"PA4967",10791,11030,12738,14478
"PA4968",5323,6079,5113,6336
"PA4969",3292,3435,3020,3579
"PA4970",2578,2958,2795,3749
"PA4971",3262,3625,4094,4807
"PA4972",6601,6867,7060,8195
"PA4973",3935,4094,3744,4825
"PA4974",9073,9754,8982,10881
"PA4975",1091,1276,976,1523
"PA4976",939,1116,1670,2559
"PA4977",1037,1091,1211,1769
"PA4978",1254,1551,1507,2636
"PA4979",1294,1456,938,1450
"PA4980",437,489,481,921
"PA4981",1968,1981,1125,1696
"PA4982",1109,1602,1375,2422
"PA4983",866,1082,1053,1645
"PA4984",689,998,821,1308
"PA4985",833,1104,913,1845
"PA4986",1775,2199,1954,3166
"PA4987",1145,1441,1308,1658
"PA4988",952,970,2200,3088
"PA4989",581,768,780,1151
"PA4990",624,725,641,843
"PA4991",3138,3734,5153,6338
"PA4992",3402,4173,4322,5365
"PA4993",1387,1864,1838,2440
"PA4994",1308,1491,1072,1657
"PA4995",1558,1838,2043,2722
"PA4996",7638,7729,10471,12271
"PA4997",9324,9139,10961,12136
"PA4998",4372,4756,4981,5411
"PA4999",6700,6200,5686,6596
"PA5000",6151,5363,5368,6334
"PA5001",6258,6409,5284,6737
"PA5002",5370,5232,6433,7303
"PA5003",4544,5041,5768,6421
"PA5004",6994,7389,11157,12153
"PA5005",25779,26032,29764,33823
"PA5006",4848,5125,6227,7492
"PA5007",3483,3109,4311,4649
"PA5008",3996,4093,4992,5635
"PA5009",3551,3656,5255,5961
"PA5010",8545,8780,11452,12447
"PA5011",3793,4167,5448,5663
"PA5012",4317,4730,6721,7263
"PA5013",19308,21333,21896,24473
"PA5014",5558,6122,7450,8919
"PA5015",100616,93312,111746,126556
"PA5016",35034,31194,48473,54381
"PA5017",9682,11220,10630,13073
"PA5018",2540,2639,3235,3548
"PA5019",2210,2421,3142,3506
"PA5020",2686,3306,2484,3506
"PA5021",3530,4423,3705,4817
"PA5022",9917,10305,12033,15013
"PA5023",2826,3697,2986,4319
"PA5024",1697,2202,1019,1441
"PA5025",4402,4687,5243,6131
"PA5026",874,1001,838,997
"PA5027",3393,4416,8378,10165
"PA5028",2943,2756,2972,3464
"PA5029",1238,1639,1354,1827
"PA5030",3888,4859,7186,8465
"PA5031",1030,1228,1183,1837
"PA5032",748,1144,913,1604
"PA5033",1473,1947,1028,1621
"PA5034",6467,7012,7114,7546
"PA5035",3599,3640,3782,4756
"PA5036",16961,18508,16660,19662
"PA5037",8580,8837,10516,12582
"PA5038",6580,6149,7181,7562
"PA5039",3306,3572,4632,5494
"PA5040",10266,9058,16417,17516
"PA5041",1840,1676,2567,2703
"PA5042",2297,2178,3292,3668
"PA5043",2848,2934,4307,5061
"PA5044",5631,6810,8059,10075
"PA5045",9626,10686,9790,11564
"PA5046",31832,31040,31239,34540
"PA5047",4136,4355,3867,4772
"PA5048",1239,1508,1673,2230
"PA5049",12979,8077,14922,13630
"PA5050",4544,5100,5335,7254
"PA5051",16560,18678,27878,29773
"PA5052",5143,6075,8324,10620
"PA5053",5616,7034,17946,19658
"PA5054",13927,15945,40820,43570
"PA5055",1988,2316,3665,3972
"PA5056",2695,3168,2471,3244
"PA5057",1274,1540,1162,1592
"PA5058",2079,2464,1488,2170
"PA5059",814,758,665,917
"PA5060",4830,4990,7395,9369
"PA5061",2479,1773,1728,1886
"PA5062",1277,1128,866,1128
"PA5063",8294,8565,9779,11242
"PA5064",3742,3939,6003,7017
"PA5065",6474,7030,7501,9038
"PA5066",3075,3179,3513,3971
"PA5067",5415,5457,5251,5931
"PA5068",4036,4044,4913,5899
"PA5069",3478,3796,4563,5275
"PA5070",5985,5381,6064,6501
"PA5071",1985,1952,2528,3021
"PA5072",1675,1911,2517,3910
"PA5073",1498,1371,1219,1436
"PA5074",1929,2303,2332,2638
"PA5075",2870,2809,2620,2978
"PA5076",4431,4904,3797,4275
"PA5077",16404,15789,20986,24966
"PA5078",17648,16805,19626,22359
"PA5079",891,1099,778,1105
"PA5080",3741,4128,3411,4517
"PA5081",751,1113,608,860
"PA5082",1385,1417,844,1088
"PA5083",402,580,408,569
"PA5084",558,866,788,1362
"PA5085",997,1044,1198,1846
"PA5087",2076,1085,693,896
"PA5088",2154,1245,596,872
"PA5089",2867,2897,1949,2944
"PA5090",3351,3645,2427,3452
"PA5091",1434,2098,1834,2504
"PA5092",1057,1603,1845,2689
"PA5093",1028,1501,1502,2633
"PA5094",1153,1478,952,1477
"PA5095",1142,1379,785,1251
"PA5096",1219,1558,987,1441
"PA5097",1254,1783,1046,1639
"PA5098",1236,1851,1031,2005
"PA5099",1219,1643,1020,1741
"PA5100",1599,2172,1654,2673
"PA5101",736,885,735,1269
"PA5102",815,990,604,1170
"PA5103",1751,2013,968,1497
"PA5104",751,968,931,1430
"PA5105",1242,1459,1512,2066
"PA5106",1277,1660,1644,2506
"PA5107",2031,2230,1810,2146
"PA5108",2377,2259,1952,2092
"PA5109",3456,3535,4413,4864
"PA5110",17878,17865,20443,22356
"PA5111",2696,2705,2061,2450
"PA5112",9740,10201,6428,8046
"PA5113",2631,2471,2312,3286
"PA5114",8067,8388,6570,8692
"PA5115",413,371,503,786
"PA5116",225,175,353,509
"PA5117",67834,70503,71069,81852
"PA5118",12302,12462,14561,15196
"PA5119",51728,50769,108056,115237
"PA5120",745,794,924,1262
"PA5121",4227,4487,4056,5310
"PA5122",1910,2166,1903,2676
"PA5123",1015,1264,1357,1881
"PA5124",2431,2830,3514,3711
"PA5125",3041,3520,5477,5429
"PA5126",711,769,717,1049
"PA5127",1596,1630,1303,1606
"PA5128",24687,28131,24090,27024
"PA5129",7052,6677,6767,7250
"PA5130",5634,5912,6088,6367
"PA5131",14069,16396,15908,18506
"PA5132",991,919,1242,1924
"PA5133",6210,6176,5596,7253
"PA5134",10800,11889,14217,16955
"PA5135",2387,2547,3342,4274
"PA5136",4216,4372,3424,4501
"PA5137",1603,1750,1093,1373
"PA5138",2340,2527,1935,2522
"PA5139",1709,1800,1526,1804
"PA5140",4380,5107,4507,5424
"PA5141",4307,4971,4790,5316
"PA5142",2740,3127,2879,3378
"PA5143",7918,8755,7045,8501
"PA5144",101,175,154,327
"PA5145",994,1187,1320,2171
"PA5146",11587,12887,12508,15094
"PA5147",5046,5878,6628,7541
"PA5148",5868,5751,5760,6487
"PA5149",4109,4342,5473,6624
"PA5149.1",305,238,126,169
"PA5150",2003,2261,1793,1946
"PA5151",902,1009,838,1221
"PA5152",3532,4320,3387,4389
"PA5153",3136,3705,3010,3576
"PA5154",660,787,751,1102
"PA5155",523,617,629,1080
"PA5156",2614,2993,2716,3614
"PA5157",976,1089,760,965
"PA5158",1761,2353,2276,3411
"PA5159",2624,3304,2847,3486
"PA5160",3516,3954,2632,3662
"PA5160.1",225,174,84,107
"PA5161",15905,15868,14600,16768
"PA5162",6948,7242,10209,11618
"PA5163",13911,13279,12469,13764
"PA5164",9513,9217,7689,9060
"PA5165",6099,6818,6109,8049
"PA5166",4259,4934,5721,6967
"PA5167",3881,4158,2791,3354
"PA5168",1435,1570,884,1291
"PA5169",2105,2064,1321,1886
"PA5170",62200,65115,143375,168169
"PA5171",97990,79949,279622,309392
"PA5172",91621,74930,231174,258459
"PA5173",42395,34736,117381,130936
"PA5174",21163,22979,29031,32864
"PA5175",1340,1617,2199,2795
"PA5176",1349,1399,1522,1980
"PA5177",2682,2817,2325,2930
"PA5178",12262,11877,7288,8619
"PA5179",1557,1796,1251,1889
"PA5180",1959,2447,2579,3942
"PA5181",6263,7838,7855,11049
"PA5181.1",895,848,661,917
"PA5182",2362,2458,1944,2875
"PA5183",524,427,436,538
"PA5183a",1221,870,1244,1518
"PA5184",1082,1167,1193,1531
"PA5185",862,815,861,1182
"PA5186",695,818,933,1722
"PA5187",1875,2369,1914,2830
"PA5188",1049,1261,1227,2165
"PA5189",1383,1665,1280,1833
"PA5190",1670,1741,1407,1705
"PA5191",769,731,495,641
"PA5192",38433,38874,33561,37602
"PA5193",7564,7415,7186,7406
"PA5194",4270,4092,3318,3851
"PA5195",1108,1174,1053,1436
"PA5196",1584,2226,1596,2123
"PA5197",2363,2572,2025,2566
"PA5198",2840,3085,3422,4208
"PA5199",2211,2631,3746,4992
"PA5200",4103,4404,6898,8126
"PA5201",19311,19671,19009,21688
"PA5202",583,942,1298,1834
"PA5203",8266,9341,12047,13673
"PA5204",3979,4650,3870,4745
"PA5205",1386,1704,1154,1659
"PA5206",2437,3119,3386,4191
"PA5207",1711,2220,1975,2692
"PA5208",3645,4082,3896,5000
"PA5209",4942,5142,7374,8963
"PA5210",7312,8670,9099,11454
"PA5211",353,452,369,629
"PA5212",7199,6682,5368,6554
"PA5213",4330,5197,4059,6305
"PA5214",6960,7133,6341,7289
"PA5215",6373,7174,6849,7505
"PA5216",1637,1824,1668,2335
"PA5217",5756,6063,5286,6343
"PA5218",1052,1124,1114,1886
"PA5219",1208,1167,789,1392
"PA5220",1151,1438,820,1305
"PA5221",2382,2493,4238,5605
"PA5222",1632,1647,1671,2282
"PA5223",5155,5952,9505,10496
"PA5224",12116,12446,15766,16971
"PA5225",2546,2648,3397,4042
"PA5226",2212,2217,2127,2838
"PA5227",4568,5088,4474,5714
"PA5227.1",3322,3659,4078,5011
"PA5228",4670,4821,5614,7239
"PA5229",2582,3070,2511,3118
"PA5230",4024,4085,4653,5370
"PA5231",7872,8332,14204,15054
"PA5232",3648,4543,8000,8841
"PA5233",1886,2154,1681,1993
"PA5234",1751,1945,1402,2195
"PA5235",6652,6323,5755,6773
"PA5236",2885,3366,3542,4454
"PA5237",6600,7143,6996,8346
"PA5238",2917,3316,1874,2926
"PA5239",38424,37284,46305,52740
"PA5240",5228,3987,6994,7015
"PA5241",8962,9780,9327,11222
"PA5242",17265,17302,27406,29904
"PA5243",10380,10850,17121,18584
"PA5244",3746,4366,3704,4532
"PA5245",4233,4800,5891,6470
"PA5246",1938,2292,2274,2662
"PA5247",1367,1755,1522,1967
"PA5248",4498,5103,4393,5597
"PA5249",1404,1772,1143,1887
"PA5250",2629,2533,2187,2720
"PA5251",2187,2057,1861,2131
"PA5252",6365,6951,7937,9084
"PA5252a",3051,3066,3657,4458
"PA5253",10901,12318,19639,24886
"PA5254",1540,1257,849,1153
"PA5255",6699,6534,6164,7107
"PA5256",1550,1374,1010,1315
"PA5257",4490,5032,5943,7151
"PA5258",4022,4462,4974,5924
"PA5259",2562,3027,2930,4087
"PA5260",8700,9930,11115,13509
"PA5261",6775,7491,7123,8376
"PA5262",3034,3102,2535,3254
"PA5263",10628,12434,11327,12793
"PA5264",2589,2327,1371,1981
"PA5265",5068,4679,2571,3790
"PA5266",2131,2529,1528,2741
"PA5267",913,803,569,810
"PA5268",3139,2752,1907,2448
"PA5269",1283,1485,1519,1802
"PA5270",4512,4817,4920,6214
"PA5271",745,851,1044,1190
"PA5272",5002,6728,5301,7142
"PA5273",2226,2822,1992,2486
"PA5274",5889,5632,6007,7043
"PA5275",1064,1225,1231,1671
"PA5276",4894,5120,3905,4827
"PA5277",14315,15610,18734,22136
"PA5278",5289,5920,6584,7370
"PA5279",8004,8851,9550,10671
"PA5280",2436,2930,3546,4594
"PA5281",1692,2021,2120,2789
"PA5282",1137,1367,1303,2150
"PA5283",3683,4074,3162,3985
"PA5284",1421,1106,791,966
"PA5285",4430,3771,4555,4239
"PA5286",1937,1652,1461,1557
"PA5287",2933,2953,3385,4180
"PA5288",5967,5820,7918,8744
"PA5289",3647,3883,3514,4522
"PA5290",3087,3285,2628,3713
"PA5291",16523,17215,12561,14613
"PA5292",2290,1856,1491,1930
"PA5293",1396,1869,1306,1889
"PA5294",1231,1608,1286,1961
"PA5295",3556,4277,4314,5743
"PA5296",16007,15301,14483,16457
"PA5297",4221,4632,4553,5737
"PA5298",7977,9003,8575,9017
"PA5299",5921,6583,6613,7740
"PA5300",6093,4803,9338,10150
"PA5301",4326,4038,3636,4183
"PA5302",2166,2755,3079,3864
"PA5303",1914,1731,2047,2335
"PA5304",13140,14949,16736,20372
"PA5305",1454,1669,1731,2173
"PA5306",1983,1789,1917,2335
"PA5307",2870,2739,3906,5415
"PA5308",2992,2874,2174,2610
"PA5309",3511,4098,3495,4138
"PA5310",2945,3625,2548,3584
"PA5311",1135,1449,1305,2094
"PA5312",11116,12812,15757,17959
"PA5313",5225,7237,6042,7895
"PA5314",1273,1344,1093,1251
"PA5315",27527,27110,28574,31318
"PA5316",67118,67427,64609,71024
"PA5316.1",28243,29121,23598,27153
"PA5317",7510,8066,7700,9428
"PA5318",952,1082,1098,1567
"PA5319",1459,1870,1461,2019
"PA5320",10790,12672,12589,16156
"PA5321",6814,6613,7562,8127
"PA5322",26869,26006,27620,34058
"PA5323",9005,8626,9599,10370
"PA5324",3469,3888,2983,3880
"PA5325",1291,1383,718,1098
"PA5326",1488,2179,1039,1748
"PA5327",1883,2246,1263,1984
"PA5328",507,709,499,758
"PA5329",1935,1653,1559,1735
"PA5330",3242,3523,3868,4112
"PA5331",5952,6290,6379,6834
"PA5332",9719,8925,10199,10889
"PA5333",1939,2443,2201,2575
"PA5334",5078,5312,6079,6699
"PA5335",5838,6525,6262,7547
"PA5336",8218,8606,7339,8381
"PA5337",11198,11729,13769,14105
"PA5338",35081,40590,36547,41956
"PA5339",9994,10214,9765,11700
"PA5340",4749,5597,6857,7630
"PA5341",1437,1858,2560,3330
"PA5342",985,1341,1609,2535
"PA5343",1208,1598,2063,3223
"PA5344",9133,10343,9011,10880
"PA5345",9846,11097,9713,12361
"PA5346",8452,12159,12374,14961
"PA5347",1099,1017,723,874
"PA5348",4990,5880,3882,5001
"PA5349",3684,4193,4270,5495
"PA5350",839,722,793,860
"PA5351",318,400,248,253
"PA5352",304,421,258,536
"PA5353",647,828,645,1149
"PA5354",323,510,405,918
"PA5355",1515,2185,1293,2180
"PA5356",704,1000,1087,1669
"PA5357",1322,1826,2797,3360
"PA5358",2563,2988,3110,3638
"PA5359",976,1297,1323,1537
"PA5360",2116,2124,2005,2701
"PA5361",2658,3058,1890,2917
"PA5362",7723,8427,8934,10824
"PA5363",1973,2302,3074,3967
"PA5364",3262,3337,3862,4867
"PA5365",3274,3233,2357,2935
"PA5366",5668,5585,3931,4687
"PA5367",3913,4195,2733,3831
"PA5368",5244,5343,3212,4033
"PA5369",3615,3308,2036,2495
"PA5369.1",2226,1384,919,931
"PA5369.2",1348967,347971,800890,754865
"PA5369.3",1531,946,964,723
"PA5369.4",1898,1207,1124,874
"PA5369.5",52536,9082,19526,16578
"PA5370",2570,2575,1830,2341
"PA5371",2417,2796,2040,2815
"PA5372",11230,12364,26361,28277
"PA5373",21389,25383,42776,47947
"PA5374",5440,6435,12382,17343
"PA5375",3524,3790,2995,4047
"PA5376",2547,2974,2537,3180
"PA5377",2675,2642,2470,3059
"PA5378",3599,3443,2876,3695
"PA5379",1358,1598,1227,2208
"PA5380",1743,1791,1665,2364
"PA5381",335,289,333,513
"PA5382",865,1161,801,1154
"PA5383",990,1128,755,1503
"PA5384",271,355,401,948
"PA5385",400,432,411,727
"PA5386",766,969,791,1447
"PA5387",754,857,610,1081
"PA5388",1096,1318,820,1409
"PA5389",1233,1720,1237,1997
"PA5390",622,927,1032,1992
"PA5391",275,449,503,1005
"PA5392",568,654,509,712
"PA5393",1509,2054,1398,2468
"PA5394",2316,2857,2009,2970
"PA5395",681,682,443,878
"PA5396",1914,1242,861,1180
"PA5397",923,978,397,687
"PA5398",2756,3052,1995,2911
"PA5399",1761,2481,1833,3136
"PA5400",694,762,761,1540
"PA5401",574,587,700,1188
"PA5402",1208,1112,617,961
"PA5403",1022,1045,614,795
"PA5404",933,876,588,835
"PA5405",532,630,396,533
"PA5406",2771,2835,1960,2211
"PA5407",1648,2205,1857,2377
"PA5408",806,890,1167,1524
"PA5409",1618,1859,1806,2266
"PA5410",1866,2031,1045,1500
"PA5411",1499,1281,799,1326
"PA5412",2765,2846,2855,4645
"PA5413",5713,6455,6173,7197
"PA5414",5225,6343,5122,6806
"PA5415",1799,2359,1471,2468
"PA5416",1461,1673,1017,1810
"PA5417",554,560,292,470
"PA5418",2396,2925,2425,4082
"PA5419",688,811,660,1085
"PA5420",1306,1545,879,1380
"PA5421",1471,1453,856,1455
"PA5422",3392,3808,5175,5871
"PA5423",3146,2904,3075,3500
"PA5424",1542,1218,989,1220
"PA5425",7687,8734,8063,9119
"PA5426",5166,5987,6215,6686
"PA5427",4127,4894,13288,13366
"PA5428",2637,2852,4953,5360
"PA5429",34408,34556,19464,25217
"PA5430",1958,2018,2448,3298
"PA5431",748,857,911,1509
"PA5432",1002,1257,716,1012
"PA5433",714,1010,837,1250
"PA5434",2396,2278,2083,2762
"PA5435",6829,6675,9584,11182
"PA5436",7149,7997,8970,11720
"PA5437",2852,3262,2358,3042
"PA5438",7541,11113,10704,13416
"PA5439",2568,3019,2603,3531
"PA5440",5992,6334,6350,7350
"PA5440a",1219,1420,1485,1656
"PA5441",10766,10488,6006,7086
"PA5442",3044,3431,2621,3862
"PA5443",10402,11230,12318,14192
"PA5444",1893,2011,1714,2073
"PA5445",7411,9077,5309,6647
"PA5446",6656,9008,11961,15061
"PA5447",3043,2962,2752,3642
"PA5448",1580,1702,1443,2222
"PA5449",2432,2857,1945,2805
"PA5450",2331,2638,2104,2714
"PA5451",2121,1759,1250,1627
"PA5452",2593,2987,2180,2777
"PA5453",2184,2290,1967,2663
"PA5454",2249,2380,1870,2498
"PA5455",5979,6351,6038,7507
"PA5456",3986,4429,4639,5953
"PA5457",1422,1798,1769,2340
"PA5458",2265,2342,2089,3010
"PA5459",2062,2509,2148,2989
"PA5460",499,546,340,447
"PA5461",15376,18285,26259,29026
"PA5462",5064,6039,5843,7461
"PA5463",4527,5700,6586,7829
"PA5464",3662,4395,5989,8445
"PA5465",989,1099,1155,1673
"PA5466",1150,1138,1008,1646
"PA5467",843,1185,804,1192
"PA5468",2325,2779,1586,2152
"PA5469",1340,940,681,890
"PA5470",482,643,802,1222
"PA5471",2268,2717,2976,3789
"PA5472",3030,3192,2194,3003
"PA5473",4148,5334,5201,7513
"PA5474",3432,4050,5868,6931
"PA5475",3485,4075,9521,10288
"PA5476",2220,2615,1595,2410
"PA5477",2319,2418,1641,2410
"PA5478",2801,2932,2228,3020
"PA5479",14264,15763,11809,13168
"PA5481",1066,771,435,657
"PA5482",668,334,201,223
"PA5483",5149,5536,5968,7052
"PA5484",4441,5243,5116,6125
"PA5485",2562,2782,2714,3377
"PA5486",2027,2374,1970,2785
"PA5487",5157,5598,6404,8375
"PA5488",9059,9256,10202,11659
"PA5489",8805,9552,10324,11809
"PA5490",15798,17785,22921,23854
"PA5491",9258,10133,8578,9770
"PA5492",6661,6387,7268,8545
"PA5493",14943,16156,16817,19889
"PA5494",3527,3825,6087,6290
"PA5495",6298,6972,13732,17703
"PA5496",3129,3269,5859,6334
"PA5497",14160,14323,24209,24931
"PA5498",4079,4703,4656,5921
"PA5499",5709,6455,7569,9821
"PA5500",8477,10162,8889,11326
"PA5501",4430,4709,4207,5152
"PA5502",3674,3791,4522,5820
"PA5503",13381,13618,12960,15064
"PA5504",5390,5492,6963,7722
"PA5505",12434,13359,13692,16175
"PA5506",4571,5604,5440,7235
"PA5507",4656,4871,5015,5695
"PA5508",3059,2994,5039,6888
"PA5509",2727,2834,2534,3195
"PA5510",3744,4022,3218,4071
"PA5511",2778,3183,2686,3606
"PA5512",2541,2919,2583,3849
"PA5513",1839,1981,1559,2110
"PA5514",1941,1885,1403,1760
"PA5515",1585,1782,1981,2632
"PA5516",3151,3320,2443,3050
"PA5517",1583,1814,1601,1923
"PA5518",3403,4102,4111,5512
"PA5519",2044,1774,1627,1989
"PA5520",1937,2268,1598,2270
"PA5521",2519,2521,2299,3051
"PA5522",2103,2527,2166,3034
"PA5523",3537,4249,3675,4967
"PA5524",1285,1551,1465,1976
"PA5525",2493,2597,2304,2905
"PA5526",2683,2541,2023,2546
"PA5527",1635,1518,1398,1552
"PA5528",7178,8129,9409,10857
"PA5529",3887,4227,3162,3972
"PA5530",8614,7621,6113,6396
"PA5531",8393,7569,7090,7919
"PA5533",2270,2053,1857,2239
"PA5534",3187,3227,3222,3917
"PA5535",8041,7289,7095,8311
"PA5536",7403,8219,5026,6038
"PA5537",1340,1541,1192,1776
"PA5538",2663,3174,2172,3478
"PA5539",3920,4358,3824,4926
"PA5540",2719,2963,2082,2587
"PA5541",4662,5693,3774,5071
"PA5542",2334,2760,1463,2139
"PA5543",333,441,386,731
"PA5544",2674,3226,1762,2932
"PA5545",2190,2257,1473,1983
"PA5546",3458,3395,2950,3871
"PA5547",2503,2557,1998,2867
"PA5548",2111,2412,2241,3482
"PA5549",7855,8005,8863,10161
"PA5550",3461,3234,2263,2614
"PA5551",2674,2674,2101,2633
"PA5552",9524,10405,11207,12825
"PA5553",13658,13288,15069,16810
"PA5554",115386,115222,137417,155390
"PA5555",62339,63366,68263,78987
"PA5556",142190,140828,172657,193134
"PA5557",37236,38307,42436,49360
"PA5558",37245,36791,46178,50832
"PA5559",20212,15279,22048,22673
"PA5560",45322,45408,40992,46236
"PA5561",3989,3221,2248,2471
"PA5562",6283,6091,7354,8121
"PA5563",11751,12302,12402,14086
"PA5564",6593,6605,6846,7681
"PA5565",16699,16682,16774,17938
"PA5566",980,524,323,364
"PA5567",4995,5575,4472,5278
"PA5568",47867,46542,52565,58434
"PA5569",61415,63995,62890,70462
"PA5570",36072,41222,41538,47145
